,datetimeepoch,date,datetime,hr,season,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,mnth,cnt
2625,1303642800,20110424,201104247,7,2,57.0,57.0,99.95,57.0,0.0,3.4,3.9,81.6,Partially cloudy,4,27
2626,1303646400,20110424,201104248,8,2,61.1,61.1,97.75,60.4,0.0,0.5,6.6,79.3,Partially cloudy,4,80
2627,1303650000,20110424,201104249,9,2,63.2,63.2,92.89,61.1,0.0,8.7,7.2,81.1,Partially cloudy,4,177
2628,1303653600,20110424,2011042410,10,2,66.4,66.4,86.44,62.3,0.0,9.8,8.3,84.5,Partially cloudy,4,289
2629,1303657200,20110424,2011042411,11,2,70.4,70.4,75.34,62.2,0.0,6.2,9.9,79.3,Partially cloudy,4,317
2630,1303660800,20110424,2011042412,12,2,75.8,75.8,62.93,62.3,0.0,6.0,9.9,79.3,Partially cloudy,4,388
2631,1303664400,20110424,2011042413,13,2,77.4,77.4,63.41,64.0,0.0,10.0,9.9,79.3,Partially cloudy,4,441
2632,1303668000,20110424,2011042414,14,2,78.9,78.9,56.24,62.0,0.0,11.2,9.9,44.6,Partially cloudy,4,420
2633,1303671600,20110424,2011042415,15,2,79.4,79.4,53.35,61.0,0.0,13.7,9.9,46.6,Partially cloudy,4,369
2634,1303675200,20110424,2011042416,16,2,76.5,76.5,57.71,60.5,0.0,10.6,9.9,83.1,Partially cloudy,4,359
2635,1303678800,20110424,2011042417,17,2,82.6,83.0,47.05,60.4,0.0,15.8,9.9,82.3,Partially cloudy,4,331
2636,1303682400,20110424,2011042418,18,2,76.4,76.4,61.8,62.3,0.0,12.3,9.9,86.1,Partially cloudy,4,270
2637,1303686000,20110424,2011042419,19,2,73.5,73.5,68.67,62.6,0.01,7.1,9.9,88.9,"Rain, Partially cloudy",4,194
2638,1303689600,20110425,2011042520,20,2,70.0,70.0,81.99,64.2,0.0,7.7,9.9,82.3,Partially cloudy,4,237
2639,1303693200,20110425,2011042521,21,2,66.2,66.2,89.0,62.9,0.18,7.7,8.2,88.9,"Rain, Partially cloudy",4,190
2640,1303696800,20110425,2011042522,22,2,64.9,64.9,93.28,62.9,0.0,3.1,9.4,88.9,Partially cloudy,4,106
2641,1303700400,20110425,2011042523,23,2,64.9,64.9,97.81,64.3,0.44,4.4,7.7,99.8,"Rain, Overcast",4,62
2642,1303704000,20110425,201104250,0,2,64.8,64.8,98.17,64.2,0.05,0.4,8.2,100.0,"Rain, Overcast",4,12
2643,1303707600,20110425,201104251,1,2,64.7,64.7,99.53,64.6,0.07,5.9,8.4,100.0,"Rain, Overcast",4,10
2644,1303711200,20110425,201104252,2,2,64.6,64.6,98.27,64.1,0.0,3.2,8.1,46.6,Partially cloudy,4,10
2645,1303714800,20110425,201104253,3,2,62.4,62.4,99.69,62.3,0.0,4.8,9.8,88.1,Partially cloudy,4,10
2646,1303718400,20110425,201104254,4,2,61.0,61.0,99.95,61.0,0.0,4.2,4.0,88.9,Partially cloudy,4,5
2647,1303722000,20110425,201104255,5,2,60.5,60.5,99.95,60.5,0.0,0.2,3.3,47.2,Partially cloudy,4,17
2648,1303725600,20110425,201104256,6,2,60.3,60.3,100.0,60.3,0.0,0.1,3.7,26.2,Partially cloudy,4,66
2649,1303729200,20110425,201104257,7,2,60.5,60.5,99.84,60.4,0.0,0.2,5.3,45.4,Partially cloudy,4,196
2650,1303732800,20110425,201104258,8,2,62.9,62.9,99.43,62.8,0.0,3.4,8.2,44.6,Partially cloudy,4,353
2651,1303736400,20110425,201104259,9,2,66.7,66.7,87.41,62.9,0.0,4.7,9.9,44.6,Partially cloudy,4,174
2652,1303740000,20110425,2011042510,10,2,69.8,69.8,83.13,64.4,0.0,5.6,9.9,44.6,Partially cloudy,4,125
2653,1303743600,20110425,2011042511,11,2,71.7,71.7,78.61,64.7,0.0,8.4,9.9,44.6,Partially cloudy,4,147
2654,1303747200,20110425,2011042512,12,2,74.1,74.1,72.33,64.6,0.0,9.0,9.9,24.4,Partially cloudy,4,188
2655,1303750800,20110425,2011042513,13,2,76.0,76.0,71.02,65.9,0.0,10.0,9.9,24.4,Partially cloudy,4,203
2656,1303754400,20110425,2011042514,14,2,79.3,79.3,63.52,65.8,0.0,9.0,9.9,44.6,Partially cloudy,4,146
2657,1303758000,20110425,2011042515,15,2,81.1,82.1,51.92,61.8,0.0,9.4,9.9,44.6,Partially cloudy,4,175
2658,1303761600,20110425,2011042516,16,2,82.6,83.4,50.26,62.2,0.0,9.7,9.9,44.6,Partially cloudy,4,239
2659,1303765200,20110425,2011042517,17,2,79.1,79.1,53.85,61.0,0.0,14.5,9.9,46.6,Partially cloudy,4,521
2660,1303768800,20110425,2011042518,18,2,79.5,79.5,53.07,60.9,0.0,13.0,9.9,46.6,Partially cloudy,4,499
2661,1303772400,20110425,2011042519,19,2,77.6,77.6,55.56,60.4,0.0,14.6,9.9,44.6,Partially cloudy,4,382
2662,1303776000,20110426,2011042620,20,2,75.5,75.5,56.91,59.1,0.0,13.4,9.9,79.3,Partially cloudy,4,234
2663,1303779600,20110426,2011042621,21,2,75.3,75.3,59.87,60.4,0.0,11.1,9.9,79.3,Partially cloudy,4,195
2664,1303783200,20110426,2011042622,22,2,72.2,72.2,66.52,60.4,0.0,10.4,9.9,44.6,Partially cloudy,4,148
2665,1303786800,20110426,2011042623,23,2,70.4,70.4,71.19,60.6,0.0,12.6,9.9,79.3,Partially cloudy,4,78
2666,1303790400,20110426,201104260,0,2,68.6,68.6,76.76,61.0,0.0,11.5,9.9,79.3,Partially cloudy,4,27
2667,1303794000,20110426,201104261,1,2,71.4,71.4,69.69,61.0,0.0,11.4,9.9,44.6,Partially cloudy,4,21
2668,1303797600,20110426,201104262,2,2,71.3,71.3,72.94,62.2,0.0,11.5,9.9,44.6,Partially cloudy,4,26
2669,1303801200,20110426,201104263,3,2,66.9,66.9,79.94,60.5,0.0,13.7,9.9,24.4,Partially cloudy,4,21
2670,1303804800,20110426,201104264,4,2,65.2,65.2,84.82,60.5,0.0,11.4,9.9,24.4,Partially cloudy,4,6
2671,1303808400,20110426,201104265,5,2,66.6,66.6,80.76,60.5,0.0,10.0,9.9,24.4,Partially cloudy,4,16
2672,1303812000,20110426,201104266,6,2,64.5,64.5,88.08,60.9,0.0,10.1,9.9,24.4,Partially cloudy,4,80
2673,1303815600,20110426,201104267,7,2,66.1,66.1,87.37,62.3,0.0,9.3,9.9,82.5,Partially cloudy,4,270
2674,1303819200,20110426,201104268,8,2,68.0,68.0,83.08,62.7,0.0,15.7,9.9,90.1,Overcast,4,449
2675,1303822800,20110426,201104269,9,2,69.7,69.7,78.93,62.9,0.0,12.9,9.9,82.9,Partially cloudy,4,199
2676,1303826400,20110426,2011042610,10,2,73.3,73.3,74.37,64.6,0.0,14.9,9.9,48.4,Partially cloudy,4,120
2677,1303830000,20110426,2011042611,11,2,75.1,75.1,69.88,64.6,0.0,15.1,9.9,88.9,Partially cloudy,4,172
2678,1303833600,20110426,2011042612,12,2,77.2,77.2,64.45,64.3,0.0,15.9,9.9,83.9,Partially cloudy,4,186
2679,1303837200,20110426,2011042613,13,2,79.0,79.0,60.62,64.2,0.0,16.8,9.9,82.9,Partially cloudy,4,176
2680,1303840800,20110426,2011042614,14,2,82.1,83.1,51.3,62.4,0.0,18.2,9.9,36.3,Partially cloudy,4,155
2681,1303844400,20110426,2011042615,15,2,80.6,82.2,57.52,64.2,0.0,13.9,9.9,44.6,Partially cloudy,4,153
2682,1303848000,20110426,2011042616,16,2,78.8,78.8,60.69,64.1,0.0,14.9,9.9,51.0,Partially cloudy,4,291
2683,1303851600,20110426,2011042617,17,2,79.0,79.0,57.27,62.6,0.0,16.1,9.9,46.6,Partially cloudy,4,521
2684,1303855200,20110426,2011042618,18,2,77.6,77.6,59.08,62.2,0.0,15.3,9.9,82.9,Partially cloudy,4,528
2685,1303858800,20110426,2011042619,19,2,77.3,77.3,64.03,64.2,0.0,18.4,9.9,79.3,Partially cloudy,4,328
2686,1303862400,20110427,2011042720,20,2,73.5,73.5,72.96,64.3,0.0,16.6,9.9,79.3,Partially cloudy,4,218
2687,1303866000,20110427,2011042721,21,2,73.7,73.7,73.32,64.6,0.0,14.9,9.9,79.3,Partially cloudy,4,145
2688,1303869600,20110427,2011042722,22,2,71.9,71.9,77.25,64.4,0.0,11.4,9.6,86.7,Partially cloudy,4,129
2689,1303873200,20110427,2011042723,23,2,70.2,70.2,82.9,64.8,0.0,8.2,9.5,96.4,Overcast,4,78
2690,1303876800,20110427,201104270,0,2,70.1,70.1,83.28,64.8,0.0,8.9,9.8,100.0,Overcast,4,27
2691,1303880400,20110427,201104271,1,2,69.9,69.9,87.58,66.0,0.0,7.9,9.9,84.4,Partially cloudy,4,17
2692,1303884000,20110427,201104272,2,2,69.3,69.3,85.39,64.7,0.0,9.8,9.9,79.3,Partially cloudy,4,5
2693,1303887600,20110427,201104273,3,2,67.1,67.1,92.05,64.7,0.0,9.5,9.9,84.4,Partially cloudy,4,7
2694,1303891200,20110427,201104274,4,2,69.3,69.3,85.31,64.7,0.0,11.4,9.9,90.0,Partially cloudy,4,6
2695,1303894800,20110427,201104275,5,2,66.6,66.6,93.46,64.7,0.0,9.1,9.9,95.8,Overcast,4,17
2696,1303898400,20110427,201104276,6,2,66.6,66.6,92.11,64.2,0.0,10.1,9.9,100.0,Overcast,4,84
2697,1303902000,20110427,201104277,7,2,66.5,66.5,92.51,64.3,0.0,10.1,9.9,100.0,Overcast,4,246
2698,1303905600,20110427,201104278,8,2,68.0,68.0,89.35,64.8,0.0,11.2,9.9,100.0,Overcast,4,444
2699,1303909200,20110427,201104279,9,2,68.2,68.2,88.73,64.8,0.0,13.6,9.7,100.0,Overcast,4,181
2700,1303912800,20110427,2011042710,10,2,70.0,70.0,87.24,66.1,0.0,17.1,9.8,99.2,Overcast,4,92
2701,1303916400,20110427,2011042711,11,2,72.0,72.0,82.98,66.6,0.0,11.4,9.9,99.6,Overcast,4,156
2702,1303920000,20110427,2011042712,12,2,72.1,72.1,82.79,66.5,0.0,12.7,9.9,98.8,Overcast,4,173
2703,1303923600,20110427,2011042713,13,2,75.2,75.2,78.26,68.0,0.0,14.0,9.9,89.3,Partially cloudy,4,150
2704,1303927200,20110427,2011042714,14,2,74.2,74.2,77.28,66.6,0.0,12.9,9.9,87.5,Partially cloudy,4,148
2705,1303930800,20110427,2011042715,15,2,77.3,77.3,73.15,68.0,0.0,11.8,9.9,86.7,Partially cloudy,4,138
2706,1303934400,20110427,2011042716,16,2,78.8,78.8,66.42,66.6,0.0,20.3,9.9,82.9,Partially cloudy,4,218
2707,1303938000,20110427,2011042717,17,2,79.0,79.0,69.04,68.0,0.0,16.3,9.9,84.7,Partially cloudy,4,521
2708,1303941600,20110427,2011042718,18,2,77.1,77.1,73.73,68.1,0.0,18.3,9.9,88.2,Partially cloudy,4,412
2709,1303945200,20110427,2011042719,19,2,75.0,75.0,84.24,69.9,0.01,16.0,9.4,86.5,"Rain, Partially cloudy",4,260
2710,1303948800,20110428,2011042820,20,2,71.9,71.9,78.53,64.9,0.01,11.2,9.8,89.8,"Rain, Partially cloudy",4,269
2711,1303952400,20110428,2011042821,21,2,73.4,73.4,83.43,68.0,0.0,14.1,9.9,88.9,Partially cloudy,4,194
2712,1303956000,20110428,2011042822,22,2,71.9,71.9,89.24,68.5,0.0,11.8,9.9,86.0,Partially cloudy,4,153
2713,1303959600,20110428,2011042823,23,2,73.4,73.4,87.64,69.5,0.0,17.9,9.9,80.3,Partially cloudy,4,110
2714,1303963200,20110428,201104280,0,2,72.0,72.0,87.47,68.0,0.0,16.2,9.9,96.1,Overcast,4,54
2715,1303966800,20110428,201104281,1,2,73.3,73.3,83.46,68.0,0.0,17.1,9.9,82.5,Partially cloudy,4,20
2716,1303970400,20110428,201104282,2,2,71.9,71.9,83.02,66.5,0.0,16.1,9.9,100.0,Overcast,4,21
2717,1303974000,20110428,201104283,3,2,71.9,71.9,81.77,66.1,0.0,18.2,9.9,100.0,Overcast,4,3
2718,1303977600,20110428,201104284,4,2,73.3,73.3,78.07,66.1,0.0,16.4,9.9,100.0,Overcast,4,9
2719,1303981200,20110428,201104285,5,2,71.9,71.9,81.9,66.0,0.0,17.4,9.9,100.0,Overcast,4,13
2720,1303984800,20110428,201104286,6,2,71.9,71.9,81.9,66.0,0.0,16.3,8.3,99.0,Overcast,4,86
2721,1303988400,20110428,201104287,7,2,73.3,73.3,78.07,66.1,0.0,19.4,9.9,96.0,Overcast,4,215
2722,1303992000,20110428,201104288,8,2,73.8,73.8,78.03,66.5,0.0,18.2,9.9,96.0,Overcast,4,398
2723,1303995600,20110428,201104289,9,2,75.6,75.6,77.25,68.0,0.0,16.0,9.9,92.3,Overcast,4,183
2724,1303999200,20110428,2011042810,10,2,75.5,75.5,73.66,66.5,0.0,22.1,9.9,99.1,Overcast,4,54
2725,1304002800,20110428,2011042811,11,2,71.3,71.3,89.63,68.1,0.02,15.0,6.0,100.0,"Rain, Overcast",4,84
2726,1304006400,20110428,2011042812,12,2,71.3,71.3,84.01,66.2,0.02,11.3,9.9,98.3,"Rain, Overcast",4,107
2727,1304010000,20110428,2011042813,13,2,71.4,71.4,78.24,64.3,0.0,10.5,9.9,99.8,Overcast,4,121
2728,1304013600,20110428,2011042814,14,2,71.2,71.2,83.21,65.9,0.0,12.4,9.9,93.8,Overcast,4,142
2729,1304017200,20110428,2011042815,15,2,71.8,71.8,81.29,65.8,0.0,12.4,9.9,85.7,Partially cloudy,4,163
2730,1304020800,20110428,2011042816,16,2,74.9,74.9,69.88,64.4,0.0,13.4,9.9,82.9,Partially cloudy,4,270
2731,1304024400,20110428,2011042817,17,2,71.7,71.7,77.0,64.1,0.0,10.2,9.9,90.0,Partially cloudy,4,455
2732,1304028000,20110428,2011042818,18,2,71.9,71.9,76.74,64.2,0.0,5.8,9.9,83.9,Partially cloudy,4,530
2733,1304031600,20110428,2011042819,19,2,73.5,73.5,47.71,52.4,0.0,14.0,9.9,89.7,Partially cloudy,4,404
2734,1304035200,20110429,2011042920,20,2,71.2,71.2,44.13,48.3,0.0,12.2,9.9,46.4,Partially cloudy,4,194
2735,1304038800,20110429,2011042921,21,2,69.4,69.4,43.79,46.4,0.0,9.2,9.9,82.5,Partially cloudy,4,195
2736,1304042400,20110429,2011042922,22,2,66.3,66.3,45.97,44.9,0.0,5.8,9.9,24.4,Partially cloudy,4,146
2737,1304046000,20110429,2011042923,23,2,63.9,63.9,46.62,43.0,0.0,6.7,9.9,28.0,Partially cloudy,4,113
2738,1304049600,20110429,201104290,0,2,63.7,63.7,41.79,40.1,0.0,3.6,9.9,24.4,Partially cloudy,4,48
2739,1304053200,20110429,201104291,1,2,62.3,62.3,41.03,38.3,0.0,10.8,9.9,0.0,Clear,4,31
2740,1304056800,20110429,201104292,2,2,60.3,60.3,46.2,39.6,0.0,3.2,9.9,0.0,Clear,4,10
2741,1304060400,20110429,201104293,3,2,56.6,56.6,63.58,44.4,0.0,4.4,9.9,0.0,Clear,4,5
2742,1304064000,20110429,201104294,4,2,56.4,56.4,59.94,42.7,0.0,3.2,9.9,0.0,Clear,4,6
2743,1304067600,20110429,201104295,5,2,56.7,56.7,52.24,39.4,0.0,5.8,9.9,0.0,Clear,4,25
2744,1304071200,20110429,201104296,6,2,56.4,56.4,50.6,38.3,0.0,5.5,9.9,0.0,Clear,4,71
2745,1304074800,20110429,201104297,7,2,59.6,59.6,47.3,39.5,0.0,10.8,9.9,0.0,Clear,4,240
2746,1304078400,20110429,201104298,8,2,61.9,61.9,44.73,40.1,0.0,7.7,9.9,24.4,Partially cloudy,4,421
2747,1304082000,20110429,201104299,9,2,64.2,64.2,40.44,39.7,0.0,12.5,9.9,24.4,Partially cloudy,4,230
2748,1304085600,20110429,2011042910,10,2,64.8,64.8,39.49,39.6,0.0,13.5,9.9,48.2,Partially cloudy,4,156
2749,1304089200,20110429,2011042911,11,2,66.1,66.1,39.9,41.0,0.0,11.3,9.9,88.3,Partially cloudy,4,157
2750,1304092800,20110429,2011042912,12,2,69.3,69.3,37.62,42.3,0.0,9.7,9.9,88.9,Partially cloudy,4,223
2751,1304096400,20110429,2011042913,13,2,66.6,66.6,37.22,39.7,0.0,11.5,9.9,88.9,Partially cloudy,4,308
2752,1304100000,20110429,2011042914,14,2,66.2,66.2,37.04,39.2,0.0,12.4,9.9,88.9,Partially cloudy,4,248
2753,1304103600,20110429,2011042915,15,2,69.4,69.4,35.56,40.9,0.0,13.7,9.9,87.5,Partially cloudy,4,252
2754,1304107200,20110429,2011042916,16,2,66.3,66.3,39.69,41.0,0.0,12.6,9.9,97.4,Overcast,4,299
2755,1304110800,20110429,2011042917,17,2,64.3,64.3,42.58,41.1,0.0,14.7,9.9,99.6,Overcast,4,508
2756,1304114400,20110429,2011042918,18,2,62.7,62.7,45.11,41.1,0.0,16.0,9.9,100.0,Overcast,4,439
2757,1304118000,20110429,2011042919,19,2,62.2,62.2,49.08,42.8,0.0,14.7,9.9,90.1,Overcast,4,270
2758,1304121600,20110430,2011043020,20,2,57.5,57.5,53.95,41.0,0.0,13.9,9.9,48.0,Partially cloudy,4,224
2759,1304125200,20110430,2011043021,21,2,58.9,58.9,47.92,39.2,0.0,9.4,9.9,24.4,Partially cloudy,4,177
2760,1304128800,20110430,2011043022,22,2,56.9,56.9,51.15,39.1,0.0,8.2,9.9,28.0,Partially cloudy,4,143
2761,1304132400,20110430,2011043023,23,2,53.7,53.7,58.13,39.4,0.0,6.8,9.9,86.5,Partially cloudy,4,125
2762,1304136000,20110430,201104300,0,2,55.7,55.7,54.48,39.5,0.0,3.7,9.9,99.2,Overcast,4,106
2763,1304139600,20110430,201104301,1,2,55.5,55.5,55.11,39.7,0.0,9.4,9.9,100.0,Overcast,4,74
2764,1304143200,20110430,201104302,2,2,55.0,55.0,56.4,39.8,0.0,6.7,9.9,100.0,Overcast,4,65
2765,1304146800,20110430,201104303,3,2,54.8,54.8,56.06,39.5,0.0,8.7,9.9,100.0,Overcast,4,17
2766,1304150400,20110430,201104304,4,2,53.6,53.6,55.42,38.0,0.0,7.6,9.9,100.0,Overcast,4,7
2767,1304154000,20110430,201104305,5,2,53.7,53.7,54.64,37.7,0.0,9.0,9.9,100.0,Overcast,4,7
2768,1304157600,20110430,201104306,6,2,53.1,53.1,55.06,37.4,0.0,15.3,9.9,89.7,Partially cloudy,4,21
2769,1304161200,20110430,201104307,7,2,51.4,51.4,59.49,37.7,0.0,11.0,9.9,87.5,Partially cloudy,4,48
2770,1304164800,20110430,201104308,8,2,51.4,51.4,55.22,35.9,0.0,15.5,9.9,90.1,Overcast,4,91
2771,1304168400,20110430,201104309,9,2,52.0,52.0,53.76,35.8,0.0,12.7,9.9,89.7,Partially cloudy,4,156
2772,1304172000,20110430,2011043010,10,2,55.6,55.6,49.92,37.2,0.0,14.8,9.9,44.6,Partially cloudy,4,279
2773,1304175600,20110430,2011043011,11,2,58.8,58.8,44.26,37.1,0.0,16.0,9.9,44.6,Partially cloudy,4,321
2774,1304179200,20110430,2011043012,12,2,60.3,60.3,42.3,37.3,0.0,14.3,9.9,44.6,Partially cloudy,4,416
2775,1304182800,20110430,2011043013,13,2,62.1,62.1,42.12,38.8,0.0,15.1,9.9,46.6,Partially cloudy,4,455
2776,1304186400,20110430,2011043014,14,2,64.1,64.1,40.13,39.3,0.0,12.6,9.9,44.6,Partially cloudy,4,452
2777,1304190000,20110430,2011043015,15,2,64.6,64.6,39.43,39.4,0.0,9.1,9.9,44.6,Partially cloudy,4,499
2778,1304193600,20110430,2011043016,16,2,66.3,66.3,36.84,39.1,0.0,5.9,9.9,79.3,Partially cloudy,4,464
2779,1304197200,20110430,2011043017,17,2,67.8,67.8,37.47,40.9,0.0,7.6,9.9,79.3,Partially cloudy,4,407
2780,1304200800,20110430,2011043018,18,2,66.3,66.3,41.68,42.3,0.0,5.8,9.9,79.3,Partially cloudy,4,371
2781,1304204400,20110430,2011043019,19,2,64.5,64.5,44.89,42.6,0.0,6.0,9.9,79.3,Partially cloudy,4,387
2782,1304208000,20110501,2011050120,20,2,62.1,62.1,49.81,43.2,0.0,4.6,9.9,89.1,Partially cloudy,5,121
2783,1304211600,20110501,2011050121,21,2,58.7,58.7,58.76,44.3,0.0,6.8,9.9,2.9,Clear,5,105
2784,1304215200,20110501,2011050122,22,2,55.5,55.5,62.63,43.0,0.0,5.7,9.9,23.9,Partially cloudy,5,100
2785,1304218800,20110501,2011050123,23,2,54.9,54.9,67.28,44.3,0.0,4.6,9.9,47.1,Partially cloudy,5,146
2786,1304222400,20110501,201105010,0,2,54.9,54.9,67.28,44.2,0.0,4.7,9.9,47.1,Partially cloudy,5,96
2787,1304226000,20110501,201105011,1,2,53.5,53.5,67.33,42.9,0.0,3.4,9.9,86.6,Partially cloudy,5,59
2788,1304229600,20110501,201105012,2,2,53.2,53.2,71.47,44.2,0.0,4.6,9.9,89.3,Partially cloudy,5,50
2789,1304233200,20110501,201105013,3,2,52.6,52.6,77.82,45.9,0.0,4.6,9.9,82.3,Partially cloudy,5,23
2790,1304236800,20110501,201105014,4,2,51.6,51.6,81.44,46.1,0.0,4.6,9.9,87.5,Partially cloudy,5,17
2791,1304240400,20110501,201105015,5,2,51.4,51.4,77.72,44.6,0.0,4.2,9.9,81.3,Partially cloudy,5,10
2792,1304244000,20110501,201105016,6,2,50.8,50.8,84.58,46.3,0.0,3.0,9.9,79.3,Partially cloudy,5,13
2793,1304247600,20110501,201105017,7,2,51.4,51.4,82.04,46.1,0.0,3.0,9.9,89.1,Partially cloudy,5,33
2794,1304251200,20110501,201105018,8,2,53.5,53.5,78.22,46.9,0.0,3.0,9.9,92.1,Overcast,5,59
2795,1304254800,20110501,201105019,9,2,55.2,55.2,78.29,48.5,0.0,5.6,9.9,98.2,Overcast,5,141
2796,1304258400,20110501,2011050110,10,2,57.1,57.1,71.57,48.0,0.0,5.6,9.9,94.7,Overcast,5,264
2797,1304262000,20110501,2011050111,11,2,59.0,59.0,63.97,46.8,0.0,7.8,9.9,94.6,Overcast,5,250
2798,1304265600,20110501,2011050112,12,2,57.5,57.5,79.66,51.3,0.01,4.8,9.9,89.3,"Rain, Partially cloudy",5,281
2799,1304269200,20110501,2011050113,13,2,59.1,59.1,75.31,51.3,0.0,4.4,9.9,97.4,Overcast,5,332
2800,1304272800,20110501,2011050114,14,2,60.4,60.4,65.35,48.7,0.0,6.5,9.9,96.6,Overcast,5,238
2801,1304276400,20110501,2011050115,15,2,60.9,60.9,67.71,50.1,0.0,4.6,9.9,97.3,Overcast,5,266
2802,1304280000,20110501,2011050116,16,2,60.8,60.8,71.44,51.5,0.0,0.3,9.9,97.8,Overcast,5,214
2803,1304283600,20110501,2011050117,17,2,60.4,60.4,73.88,52.0,0.0,7.7,9.9,100.0,Overcast,5,196
2804,1304287200,20110501,2011050118,18,2,59.0,59.0,81.31,53.3,0.0,10.1,9.9,99.2,Overcast,5,159
2805,1304290800,20110501,2011050119,19,2,57.5,57.5,81.82,52.0,0.0,3.4,9.9,100.0,Overcast,5,178
2806,1304294400,20110502,2011050220,20,2,57.5,57.5,85.78,53.2,0.0,4.4,9.9,99.6,Overcast,5,218
2807,1304298000,20110502,2011050221,21,2,57.3,57.3,82.39,52.0,0.0,0.2,9.9,100.0,Overcast,5,232
2808,1304301600,20110502,2011050222,22,2,57.3,57.3,82.39,52.0,0.0,0.0,9.9,100.0,Overcast,5,125
2809,1304305200,20110502,2011050223,23,2,57.3,57.3,82.58,52.0,0.0,0.4,9.9,100.0,Overcast,5,64
2810,1304308800,20110502,201105020,0,2,57.3,57.3,77.1,50.2,0.0,7.8,9.9,89.3,Partially cloudy,5,177
2811,1304312400,20110502,201105021,1,2,56.8,56.8,73.59,48.4,0.0,5.8,9.9,82.9,Partially cloudy,5,114
2812,1304316000,20110502,201105022,2,2,56.8,56.8,72.48,48.0,0.0,5.6,9.9,82.9,Partially cloudy,5,35
2813,1304319600,20110502,201105023,3,2,55.5,55.5,75.75,48.0,0.0,8.8,9.9,98.2,Overcast,5,16
2814,1304323200,20110502,201105024,4,2,55.1,55.1,76.75,48.0,0.0,5.9,9.9,54.2,Partially cloudy,5,17
2815,1304326800,20110502,201105025,5,2,55.5,55.5,75.7,48.0,0.0,6.9,9.9,90.1,Overcast,5,20
2816,1304330400,20110502,201105026,6,2,55.7,55.7,75.8,48.1,0.0,5.6,9.9,100.0,Overcast,5,62
2817,1304334000,20110502,201105027,7,2,55.1,55.1,82.76,50.0,0.0,0.7,9.9,87.7,Partially cloudy,5,209
2818,1304337600,20110502,201105028,8,2,57.0,57.0,82.5,51.8,0.0,11.3,9.9,88.9,Partially cloudy,5,371
2819,1304341200,20110502,201105029,9,2,59.2,59.2,77.05,52.0,0.0,9.2,9.9,98.2,Overcast,5,172
2820,1304344800,20110502,2011050210,10,2,61.1,61.1,76.95,53.8,0.0,11.2,9.9,97.4,Overcast,5,108
2821,1304348400,20110502,2011050211,11,2,64.8,64.8,75.95,57.0,0.0,9.3,9.9,96.1,Overcast,5,130
2822,1304352000,20110502,2011050212,12,2,68.1,68.1,72.42,58.9,0.0,12.3,9.9,79.3,Partially cloudy,5,187
2823,1304355600,20110502,2011050213,13,2,71.5,71.5,68.21,60.4,0.0,9.1,9.8,79.3,Partially cloudy,5,170
2824,1304359200,20110502,2011050214,14,2,72.1,72.1,67.67,60.8,0.0,8.3,9.9,90.1,Overcast,5,181
2825,1304362800,20110502,2011050215,15,2,74.1,74.1,66.23,62.1,0.0,9.0,9.9,80.3,Partially cloudy,5,155
2826,1304366400,20110502,2011050216,16,2,75.4,75.4,60.7,60.9,0.0,8.3,9.9,79.3,Partially cloudy,5,269
2827,1304370000,20110502,2011050217,17,2,75.3,75.3,60.86,60.9,0.0,9.2,9.9,79.3,Partially cloudy,5,537
2828,1304373600,20110502,2011050218,18,2,75.8,75.8,62.71,62.2,0.0,8.1,9.9,79.3,Partially cloudy,5,518
2829,1304377200,20110502,2011050219,19,2,74.0,74.0,63.56,60.9,0.0,8.0,9.9,89.1,Partially cloudy,5,314
2830,1304380800,20110503,2011050320,20,2,71.7,71.7,69.1,61.0,0.0,5.8,9.9,89.1,Partially cloudy,5,290
2831,1304384400,20110503,2011050321,21,2,71.5,71.5,69.64,61.0,0.0,5.3,9.9,90.7,Overcast,5,225
2832,1304388000,20110503,2011050322,22,2,69.6,69.6,74.28,61.0,0.0,4.6,9.9,89.1,Partially cloudy,5,113
2833,1304391600,20110503,2011050323,23,2,69.5,69.5,73.33,60.6,0.0,0.6,9.9,89.1,Partially cloudy,5,62
2834,1304395200,20110503,201105030,0,2,66.3,66.3,81.42,60.5,0.0,7.8,9.9,89.1,Partially cloudy,5,16
2835,1304398800,20110503,201105031,1,2,66.1,66.1,81.84,60.4,0.0,9.0,9.9,89.1,Partially cloudy,5,14
2836,1304402400,20110503,201105032,2,2,66.2,66.2,77.75,59.0,0.0,9.9,9.9,89.1,Partially cloudy,5,5
2837,1304406000,20110503,201105033,3,2,64.7,64.7,81.73,59.0,0.0,10.0,9.9,89.1,Partially cloudy,5,2
2838,1304409600,20110503,201105034,4,2,64.6,64.6,82.02,59.0,0.0,10.8,9.9,79.3,Partially cloudy,5,4
2839,1304413200,20110503,201105035,5,2,62.6,62.6,88.0,59.0,0.0,8.7,9.7,79.3,Partially cloudy,5,14
2840,1304416800,20110503,201105036,6,2,62.5,62.5,87.95,58.9,0.0,5.8,9.4,80.9,Partially cloudy,5,109
2841,1304420400,20110503,201105037,7,2,62.7,62.7,92.18,60.4,0.0,6.8,9.9,89.1,Partially cloudy,5,265
2842,1304424000,20110503,201105038,8,2,64.3,64.3,87.27,60.5,0.0,9.1,9.9,89.1,Partially cloudy,5,459
