,datetimeepoch,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,date,hr,datetime,instant,dteday,season,yr,mnth,hr-2,holiday,weekday,workingday,weathersit,temp-2,atemp,hum,windspeed-2,casual,registered,cnt,datetime-2
1138,1298192400,35.1,24.6,43.82,15.3,0.0,18.4,9.9,0.0,Clear,20110220,4,201102204,1139,20110220,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,201102204
1139,1298199600,33.3,24.2,48.2,15.8,0.0,12.5,9.9,0.0,Clear,20110220,6,201102206,1140,20110220,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,201102206
1140,1298203200,31.8,23.4,51.19,15.8,0.0,10.2,9.9,24.4,Partially cloudy,20110220,7,201102207,1141,20110220,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,201102207
1141,1298206800,33.7,29.0,50.19,17.1,0.0,5.1,9.9,79.3,Partially cloudy,20110220,8,201102208,1142,20110220,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,201102208
1142,1298210400,35.7,27.7,46.48,17.1,0.0,11.3,9.9,79.3,Partially cloudy,20110220,9,201102209,1143,20110220,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,201102209
1143,1298214000,38.9,33.1,40.94,17.1,0.0,8.3,9.9,89.1,Partially cloudy,20110220,10,2011022010,1144,20110220,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.19399999999999998,34,70,104,2011022010
1144,1298217600,42.2,38.0,34.02,15.8,0.0,6.7,9.9,89.1,Partially cloudy,20110220,11,2011022011,1145,20110220,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,2011022011
1145,1298221200,42.8,39.9,33.15,15.8,0.0,4.8,9.9,81.3,Partially cloudy,20110220,12,2011022012,1146,20110220,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,2011022012
1146,1298224800,46.1,43.1,28.71,15.3,0.0,5.8,9.9,81.3,Partially cloudy,20110220,13,2011022013,1147,20110220,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0.0,76,122,198,2011022013
1147,1298228400,47.8,44.7,26.69,15.1,0.0,6.6,9.9,79.3,Partially cloudy,20110220,14,2011022014,1148,20110220,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,2011022014
1148,1298232000,48.0,48.0,26.45,15.1,0.0,3.0,9.9,86.1,Partially cloudy,20110220,15,2011022015,1149,20110220,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,2011022015
1149,1298235600,47.9,46.8,29.03,17.1,0.0,3.5,9.9,88.9,Partially cloudy,20110220,16,2011022016,1150,20110220,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,2011022016
1150,1298239200,46.6,43.3,32.22,18.5,0.0,6.6,9.9,88.9,Partially cloudy,20110220,17,2011022017,1151,20110220,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,2011022017
1151,1298242800,46.5,43.7,35.11,20.3,0.0,5.5,9.9,97.4,Overcast,20110220,18,2011022018,1152,20110220,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,2011022018
1152,1298246400,46.0,42.9,36.05,20.5,0.0,5.8,9.9,98.6,Overcast,20110221,19,2011022119,1177,20110221,1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,2011022119
1153,1298250000,45.9,45.9,43.11,24.7,0.0,0.1,9.9,99.2,Overcast,20110221,20,2011022120,1178,20110221,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,2011022120
1154,1298253600,44.3,44.3,54.05,28.7,0.0,0.5,9.9,99.6,Overcast,20110221,21,2011022121,1179,20110221,1,0,2,21,1,1,0,3,0.22,0.19699999999999998,0.75,0.4478,1,33,34,2011022121
1155,1298257200,43.9,39.0,57.73,30.0,0.0,8.9,9.9,100.0,Overcast,20110221,22,2011022122,1180,20110221,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,2011022122
1156,1298260800,42.8,38.4,61.05,30.3,0.0,7.2,9.9,100.0,Overcast,20110221,23,2011022123,1181,20110221,1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,2011022123
1157,1298264400,44.0,40.4,53.7,28.3,0.0,6.2,9.9,100.0,Overcast,20110221,0,201102210,1158,20110221,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,201102210
1158,1298268000,46.0,39.8,42.45,24.4,0.0,13.6,9.9,100.0,Overcast,20110221,1,201102211,1159,20110221,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,201102211
1159,1298271600,46.0,40.7,45.12,25.9,0.0,11.2,9.9,89.3,Partially cloudy,20110221,2,201102212,1160,20110221,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,201102212
1160,1298275200,46.0,40.3,41.5,23.9,0.0,12.4,9.9,99.6,Overcast,20110221,3,201102213,1161,20110221,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,201102213
1161,1298278800,44.8,40.8,44.25,24.3,0.0,7.2,9.9,82.3,Partially cloudy,20110221,4,201102214,1162,20110221,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,201102214
1162,1298282400,46.6,46.6,36.01,21.0,0.0,1.3,9.9,94.3,Overcast,20110221,5,201102215,1163,20110221,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0.0,1,2,3,201102215
1163,1298286000,53.2,53.2,26.43,19.5,0.0,13.1,9.9,100.0,Overcast,20110221,6,201102216,1164,20110221,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,201102216
1164,1298289600,53.2,53.2,26.48,19.6,0.0,11.7,9.9,99.6,Overcast,20110221,7,201102217,1165,20110221,1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,201102217
1165,1298293200,49.0,44.2,39.88,25.6,0.0,12.0,9.9,90.1,Overcast,20110221,8,201102218,1166,20110221,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,201102218
1166,1298296800,44.9,39.3,54.93,29.7,0.0,11.0,9.9,100.0,Overcast,20110221,9,201102219,1167,20110221,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,201102219
1167,1298300400,44.3,38.9,57.63,30.3,0.0,10.3,9.9,100.0,Overcast,20110221,10,2011022110,1168,20110221,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,2011022110
1168,1298304000,44.1,41.3,58.22,30.4,0.0,5.1,9.9,100.0,Overcast,20110221,11,2011022111,1169,20110221,1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,2011022111
1169,1298307600,44.2,39.8,66.4,33.7,0.0,7.8,9.9,100.0,Overcast,20110221,12,2011022112,1170,20110221,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.19399999999999998,26,67,93,2011022112
1170,1298311200,42.9,35.9,81.43,37.6,0.01,13.7,9.9,100.0,"Rain, Overcast",20110221,13,2011022113,1171,20110221,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,2011022113
1171,1298314800,44.0,38.6,76.42,37.1,0.0,10.1,9.9,100.0,Overcast,20110221,14,2011022114,1172,20110221,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,2011022114
1172,1298318400,42.7,34.7,70.69,33.9,0.0,17.6,9.9,100.0,Overcast,20110221,15,2011022115,1173,20110221,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,2011022115
1173,1298322000,40.9,32.5,75.89,33.9,0.0,16.5,7.1,100.0,Overcast,20110221,16,2011022116,1174,20110221,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,2011022116
1174,1298325600,40.8,32.7,74.54,33.4,0.0,15.8,7.1,100.0,Overcast,20110221,17,2011022117,1175,20110221,1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,2011022117
1175,1298329200,39.3,30.7,80.6,33.8,0.0,15.7,4.9,100.0,Overcast,20110221,18,2011022118,1176,20110221,1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,2011022118
1176,1298332800,37.6,30.2,84.86,33.5,0.01,11.3,8.8,100.0,"Rain, Overcast",20110222,19,2011022219,1195,20110222,1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,2011022219
1177,1298336400,37.1,28.3,76.86,30.5,0.0,14.4,8.3,100.0,Overcast,20110222,20,2011022220,1196,20110222,1,0,2,20,0,2,1,1,0.2,0.19699999999999998,0.47,0.2239,3,102,105,2011022220
1178,1298340000,35.5,26.6,74.25,28.1,0.0,13.6,9.9,100.0,Overcast,20110222,21,2011022221,1197,20110222,1,0,2,21,0,2,1,1,0.2,0.19699999999999998,0.47,0.2537,2,80,82,2011022221
1179,1298343600,33.2,22.9,76.61,26.6,0.0,15.7,8.3,100.0,Overcast,20110222,22,2011022222,1198,20110222,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,2011022222
1180,1298347200,31.8,20.2,85.98,28.1,0.04,18.4,3.2,100.0,"Snow, Overcast",20110222,23,2011022223,1199,20110222,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,2011022223
1181,1298372400,26.5,15.3,80.98,21.5,0.0,13.2,5.4,100.0,Overcast,20110222,6,201102226,1182,20110222,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,201102226
1182,1298376000,26.5,16.5,79.53,21.0,0.0,10.8,9.9,99.6,Overcast,20110222,7,201102227,1183,20110222,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,201102227
1183,1298379600,26.5,16.8,79.39,21.0,0.0,10.3,9.9,100.0,Overcast,20110222,8,201102228,1184,20110222,1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,201102228
1184,1298383200,27.9,18.7,74.61,20.9,0.0,9.9,9.9,100.0,Overcast,20110222,9,201102229,1185,20110222,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,201102229
1185,1298386800,28.5,21.6,73.16,21.0,0.0,6.5,9.9,100.0,Overcast,20110222,10,2011022210,1186,20110222,1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0.0,0,44,44,2011022210
1186,1298390400,30.3,30.3,64.28,19.7,0.0,0.0,9.9,87.5,Partially cloudy,20110222,11,2011022211,1187,20110222,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,7,43,50,2011022211
1187,1298394000,33.2,29.2,60.66,21.0,0.0,4.2,9.9,88.0,Partially cloudy,20110222,12,2011022212,1188,20110222,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,2011022212
1188,1298397600,35.4,29.7,56.42,21.4,0.0,6.8,9.9,88.9,Partially cloudy,20110222,13,2011022213,1189,20110222,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,2011022213
1189,1298401200,35.4,29.1,55.23,21.0,0.0,7.9,9.9,90.1,Overcast,20110222,14,2011022214,1190,20110222,1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.19399999999999998,9,49,58,2011022214
1190,1298404800,37.0,31.0,49.24,19.7,0.0,7.9,9.9,90.1,Overcast,20110222,15,2011022215,1191,20110222,1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.19399999999999998,2,67,69,2011022215
1191,1298408400,35.6,30.0,51.99,19.7,0.0,6.9,9.9,90.1,Overcast,20110222,16,2011022216,1192,20110222,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,2011022216
1192,1298412000,35.6,28.7,51.02,19.2,0.0,8.8,9.9,90.1,Overcast,20110222,17,2011022217,1193,20110222,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,2011022217
1193,1298415600,35.1,30.0,48.92,17.8,0.0,5.9,9.9,90.1,Overcast,20110222,18,2011022218,1194,20110222,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,2011022218
1194,1298419200,33.8,25.4,47.73,16.0,0.0,11.0,9.9,90.1,Overcast,20110223,19,2011022319,1218,20110223,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0.0,6,135,141,2011022319
1195,1298422800,33.6,26.3,47.76,15.9,0.0,9.0,9.9,90.1,Overcast,20110223,20,2011022320,1219,20110223,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,2011022320
1196,1298426400,33.2,25.3,47.82,15.6,0.0,9.9,9.9,89.3,Partially cloudy,20110223,21,2011022321,1220,20110223,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0,2,89,91,2011022321
1197,1298430000,30.2,21.5,44.6,11.2,0.0,9.9,9.9,86.5,Partially cloudy,20110223,22,2011022322,1221,20110223,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0.0,1,60,61,2011022322
1198,1298433600,29.7,21.1,45.25,11.1,0.0,9.6,9.9,54.2,Partially cloudy,20110223,23,2011022323,1222,20110223,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,2011022323
1199,1298437200,28.0,20.3,50.78,12.1,0.0,7.6,9.9,25.4,Partially cloudy,20110223,0,201102230,1200,20110223,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.19399999999999998,0,6,6,201102230
1200,1298440800,28.1,21.1,47.9,10.8,0.0,6.5,9.9,0.0,Clear,20110223,1,201102231,1201,20110223,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,201102231
1201,1298444400,26.2,19.7,51.67,10.8,0.0,5.6,9.9,0.0,Clear,20110223,2,201102232,1202,20110223,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,201102232
1202,1298448000,26.3,19.0,51.45,10.8,0.0,6.5,9.9,0.0,Clear,20110223,3,201102233,1203,20110223,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,201102233
1203,1298455200,26.0,19.5,54.9,12.0,0.0,5.5,9.9,48.2,Partially cloudy,20110223,5,201102235,1204,20110223,1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,201102235
1204,1298458800,26.4,21.4,51.21,10.8,0.0,4.2,9.9,48.2,Partially cloudy,20110223,6,201102236,1205,20110223,1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,201102236
1205,1298462400,25.9,19.4,56.34,12.5,0.0,5.5,9.9,28.0,Partially cloudy,20110223,7,201102237,1206,20110223,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,201102237
1206,1298466000,28.4,21.6,53.87,13.8,0.0,6.5,9.9,24.4,Partially cloudy,20110223,8,201102238,1207,20110223,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,201102238
1207,1298469600,31.8,28.7,49.62,15.1,0.0,3.3,9.9,24.4,Partially cloudy,20110223,9,201102239,1208,20110223,1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,201102239
1208,1298473200,33.8,33.8,40.45,12.3,0.0,0.2,9.9,0.0,Clear,20110223,10,2011022310,1209,20110223,1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0.0,4,47,51,2011022310
1209,1298476800,37.7,34.3,39.54,15.2,0.0,4.4,9.9,24.4,Partially cloudy,20110223,11,2011022311,1210,20110223,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,2011022311
1210,1298480400,39.1,37.1,35.18,13.9,0.0,3.2,9.9,24.4,Partially cloudy,20110223,12,2011022312,1211,20110223,1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,2011022312
1211,1298484000,42.4,42.4,29.13,12.5,0.0,3.0,9.9,44.6,Partially cloudy,20110223,13,2011022313,1212,20110223,1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,2011022313
1212,1298487600,44.6,42.3,28.36,13.7,0.0,4.4,9.9,44.6,Partially cloudy,20110223,14,2011022314,1213,20110223,1,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,2011022314
1213,1298491200,46.1,46.1,24.65,11.9,0.0,3.0,9.9,79.3,Partially cloudy,20110223,15,2011022315,1214,20110223,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,2011022315
1214,1298494800,46.1,46.1,24.51,11.7,0.0,0.5,9.9,44.6,Partially cloudy,20110223,16,2011022316,1215,20110223,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0.0,15,79,94,2011022316
1215,1298498400,46.0,45.0,24.83,12.0,0.0,3.2,9.9,44.6,Partially cloudy,20110223,17,2011022317,1216,20110223,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,2011022317
1216,1298502000,43.8,42.2,28.23,13.0,0.0,3.5,9.9,44.6,Partially cloudy,20110223,18,2011022318,1217,20110223,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,2011022318
1217,1298505600,42.0,42.0,34.01,15.6,0.0,0.4,9.9,44.6,Partially cloudy,20110224,19,2011022419,1241,20110224,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,2011022419
1218,1298509200,37.2,32.1,57.85,23.7,0.0,6.4,9.9,24.4,Partially cloudy,20110224,20,2011022420,1242,20110224,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,2011022420
1219,1298512800,37.0,37.0,48.55,19.4,0.0,0.0,9.9,44.6,Partially cloudy,20110224,21,2011022421,1243,20110224,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,2011022421
1220,1298516400,36.3,36.3,50.2,19.5,0.0,0.0,9.9,44.6,Partially cloudy,20110224,22,2011022422,1244,20110224,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,2011022422
1221,1298520000,34.8,32.1,56.27,20.8,0.0,3.2,9.9,44.6,Partially cloudy,20110224,23,2011022423,1245,20110224,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,2011022423
1222,1298523600,34.5,31.6,57.99,21.2,0.0,3.4,9.9,0.0,Clear,20110224,0,201102240,1223,20110224,1,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,201102240
1223,1298527200,34.3,31.6,61.95,22.6,0.0,3.2,9.9,0.0,Clear,20110224,1,201102241,1224,20110224,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,201102241
1224,1298530800,33.2,33.2,64.76,22.6,0.0,3.0,9.9,0.0,Clear,20110224,2,201102242,1225,20110224,1,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,201102242
1225,1298534400,32.6,27.3,66.18,22.6,0.0,5.6,9.9,0.0,Clear,20110224,3,201102243,1226,20110224,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,201102243
1226,1298541600,32.7,27.3,71.41,24.5,0.0,5.8,9.9,0.0,Clear,20110224,5,201102245,1227,20110224,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,201102245
1227,1298545200,32.8,26.0,71.26,24.6,0.0,7.8,9.9,0.0,Clear,20110224,6,201102246,1228,20110224,1,0,2,6,0,4,1,1,0.2,0.19699999999999998,0.69,0.19399999999999998,0,58,58,201102246
1228,1298548800,33.3,26.5,73.93,25.8,0.0,7.8,9.9,24.4,Partially cloudy,20110224,7,201102247,1229,20110224,1,0,2,7,0,4,1,1,0.2,0.19699999999999998,0.72,0.19399999999999998,0,104,104,201102247
1229,1298552400,34.9,27.4,71.72,26.7,0.0,10.0,9.9,46.4,Partially cloudy,20110224,8,201102248,1230,20110224,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,201102248
1230,1298556000,37.6,29.6,73.88,30.0,0.0,12.4,9.9,100.0,Overcast,20110224,9,201102249,1231,20110224,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,201102249
1231,1298559600,39.6,32.6,69.39,30.4,0.0,11.4,9.9,100.0,Overcast,20110224,10,2011022410,1232,20110224,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,2011022410
1232,1298563200,44.6,37.6,57.18,30.4,0.0,15.4,9.9,99.6,Overcast,20110224,11,2011022411,1233,20110224,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,2011022411
1233,1298566800,48.4,42.5,52.86,32.0,0.0,15.2,9.9,98.8,Overcast,20110224,12,2011022412,1234,20110224,1,0,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,2011022412
1234,1298570400,49.9,45.0,52.7,33.3,0.0,13.1,9.9,99.6,Overcast,20110224,13,2011022413,1235,20110224,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,2011022413
1235,1298574000,51.4,51.4,50.62,33.7,0.0,12.7,9.9,92.1,Overcast,20110224,14,2011022414,1236,20110224,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,2011022414
1236,1298577600,53.1,53.1,48.05,33.9,0.0,17.8,9.9,90.1,Overcast,20110224,15,2011022415,1237,20110224,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,2011022415
1237,1298581200,49.8,45.3,62.65,37.6,0.0,11.6,9.9,94.3,Overcast,20110224,16,2011022416,1238,20110224,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,2011022416
1238,1298584800,48.4,44.8,66.17,37.7,0.0,8.2,9.9,99.6,Overcast,20110224,17,2011022417,1239,20110224,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.19399999999999998,9,168,177,2011022417
1239,1298588400,47.8,41.9,81.39,42.4,0.0,14.6,9.9,100.0,Overcast,20110224,18,2011022418,1240,20110224,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,2011022418
1240,1298592000,46.5,40.0,91.41,44.1,0.0,15.8,8.8,100.0,Overcast,20110225,19,2011022519,1264,20110225,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,2011022519
1241,1298595600,46.6,40.3,91.12,44.1,0.0,14.8,9.9,100.0,Overcast,20110225,20,2011022520,1265,20110225,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,2011022520
1242,1298599200,46.5,40.5,87.09,42.9,0.0,13.7,9.9,100.0,Overcast,20110225,21,2011022521,1266,20110225,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,2011022521
1243,1298602800,46.5,41.2,87.25,42.9,0.0,11.3,8.8,100.0,Overcast,20110225,22,2011022522,1267,20110225,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,2011022522
1244,1298606400,44.7,39.8,93.42,42.9,0.03,9.0,8.3,100.0,"Rain, Overcast",20110225,23,2011022523,1268,20110225,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,2011022523
1245,1298610000,44.7,43.2,98.01,44.1,0.02,3.5,6.2,100.0,"Rain, Overcast",20110225,0,201102250,1246,20110225,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8,9,201102250
1246,1298613600,44.6,44.6,98.06,44.1,0.01,0.2,4.8,100.0,"Rain, Overcast",20110225,1,201102251,1247,20110225,1,0,2,1,0,5,1,2,0.32,0.3485,1.0,0.0,1,9,10,201102251
1247,1298617200,44.6,44.6,93.5,42.9,0.0,0.4,5.0,100.0,Overcast,20110225,2,201102252,1248,20110225,1,0,2,2,0,5,1,2,0.32,0.3485,1.0,0.0,0,3,3,201102252
1248,1298620800,44.6,42.0,93.71,42.9,0.0,4.7,6.3,100.0,Overcast,20110225,3,201102253,1249,20110225,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,201102253
1249,1298628000,46.2,43.1,93.09,44.3,0.0,6.0,3.4,100.0,Overcast,20110225,5,201102255,1250,20110225,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,201102255
1250,1298631600,46.7,44.5,93.35,44.9,0.0,4.9,2.8,100.0,Overcast,20110225,6,201102256,1251,20110225,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,201102256
1251,1298635200,46.7,43.9,98.49,46.3,0.07,5.8,2.5,100.0,"Rain, Overcast",20110225,7,201102257,1252,20110225,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34,35,201102257
1252,1298638800,46.6,43.6,94.61,45.2,0.1,6.1,2.9,100.0,"Rain, Overcast",20110225,8,201102258,1253,20110225,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,201102258
1253,1298642400,47.0,40.5,98.43,46.6,0.05,16.2,4.2,99.6,"Rain, Overcast",20110225,9,201102259,1254,20110225,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,201102259
1254,1298646000,53.6,53.6,93.49,51.8,0.0,14.3,9.9,99.0,Overcast,20110225,10,2011022510,1255,20110225,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,2011022510
1255,1298649600,57.8,57.8,84.98,53.3,0.01,17.0,9.9,81.3,"Rain, Partially cloudy",20110225,11,2011022511,1256,20110225,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,2011022511
1256,1298653200,65.9,65.9,64.39,53.6,0.0,21.6,9.9,82.3,Partially cloudy,20110225,12,2011022512,1257,20110225,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,2011022512
1257,1298656800,62.7,62.7,66.89,51.6,0.0,22.5,6.0,99.6,Overcast,20110225,13,2011022513,1258,20110225,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,2011022513
1258,1298660400,60.9,60.9,62.56,48.0,0.03,25.2,7.1,99.0,"Rain, Overcast",20110225,14,2011022514,1259,20110225,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,2011022514
1259,1298664000,57.1,57.1,41.06,33.6,0.01,33.6,9.9,51.0,"Rain, Partially cloudy",20110225,15,2011022515,1260,20110225,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.8059999999999999,5,50,55,2011022515
1260,1298667600,46.3,36.1,45.47,26.4,0.53,36.7,9.9,44.6,"Rain, Partially cloudy",20110225,16,2011022516,1261,20110225,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,2011022516
1261,1298671200,44.5,34.5,48.3,26.2,0.22,30.7,9.9,89.7,"Rain, Partially cloudy",20110225,17,2011022517,1262,20110225,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,2011022517
1262,1298674800,44.1,35.6,49.19,26.2,0.12,20.8,9.9,86.5,"Rain, Partially cloudy",20110225,18,2011022518,1263,20110225,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,2011022518
1263,1298678400,42.7,34.2,51.66,26.1,0.01,18.8,9.9,82.3,"Rain, Partially cloudy",20110226,19,2011022619,1288,20110226,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,2011022619
1264,1298682000,42.2,32.4,49.92,24.8,0.02,24.7,9.9,86.5,"Rain, Partially cloudy",20110226,20,2011022620,1289,20110226,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,2011022620
