,instant,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,BusiestSta
254,255.0,3.0,9.0,0.0,1.0,1.0,1.0,0.6443479999999999,0.60213,0.692174,0.088913,31200
255,256.0,3.0,9.0,0.0,2.0,1.0,1.0,0.650833,0.603554,0.7125,0.14180399999999999,31200
256,257.0,3.0,9.0,0.0,3.0,1.0,1.0,0.673333,0.6269,0.697083,0.1673,31200
257,258.0,3.0,9.0,0.0,4.0,1.0,2.0,0.5775,0.553671,0.709167,0.271146,31200
258,259.0,3.0,9.0,0.0,5.0,1.0,2.0,0.469167,0.461475,0.590417,0.164183,31200
259,260.0,3.0,9.0,0.0,6.0,0.0,2.0,0.491667,0.478512,0.718333,0.189675,31200
260,261.0,3.0,9.0,0.0,0.0,0.0,1.0,0.5075,0.490537,0.695,0.178483,31200
261,262.0,3.0,9.0,0.0,1.0,1.0,2.0,0.549167,0.529675,0.69,0.15174200000000002,31200
262,263.0,3.0,9.0,0.0,2.0,1.0,2.0,0.561667,0.532217,0.88125,0.134954,31200
263,264.0,3.0,9.0,0.0,3.0,1.0,2.0,0.595,0.5505329999999999,0.9,0.0964042,31200
264,265.0,3.0,9.0,0.0,4.0,1.0,2.0,0.628333,0.554963,0.902083,0.128125,31200
265,266.0,4.0,9.0,0.0,5.0,1.0,2.0,0.609167,0.522125,0.9725,0.0783667,31200
266,267.0,4.0,9.0,0.0,6.0,0.0,2.0,0.606667,0.564412,0.8625,0.0783833,31200
267,268.0,4.0,9.0,0.0,0.0,0.0,2.0,0.634167,0.572637,0.845,0.0503792,31200
268,269.0,4.0,9.0,0.0,1.0,1.0,2.0,0.649167,0.589042,0.848333,0.1107,31200
269,270.0,4.0,9.0,0.0,2.0,1.0,2.0,0.636667,0.574525,0.885417,0.118171,31200
270,271.0,4.0,9.0,0.0,3.0,1.0,2.0,0.635,0.575158,0.84875,0.14862899999999998,31200
271,272.0,4.0,9.0,0.0,4.0,1.0,1.0,0.616667,0.574512,0.699167,0.17288299999999998,31200
272,273.0,4.0,9.0,0.0,5.0,1.0,1.0,0.564167,0.544829,0.6475,0.206475,31200
273,274.0,4.0,10.0,0.0,6.0,0.0,2.0,0.41,0.41286300000000004,0.75375,0.292296,31104
274,275.0,4.0,10.0,0.0,0.0,0.0,2.0,0.356667,0.345317,0.791667,0.22201300000000002,31200
275,276.0,4.0,10.0,0.0,1.0,1.0,2.0,0.384167,0.392046,0.760833,0.08334580000000001,31200
276,277.0,4.0,10.0,0.0,2.0,1.0,1.0,0.484167,0.472858,0.71,0.205854,31200
277,278.0,4.0,10.0,0.0,3.0,1.0,1.0,0.538333,0.527138,0.647917,0.17725,31200
278,279.0,4.0,10.0,0.0,4.0,1.0,1.0,0.494167,0.480425,0.620833,0.134954,31200
279,280.0,4.0,10.0,0.0,5.0,1.0,1.0,0.510833,0.504404,0.684167,0.0223917,31200
280,281.0,4.0,10.0,0.0,6.0,0.0,1.0,0.521667,0.513242,0.70125,0.0454042,31200
281,282.0,4.0,10.0,0.0,0.0,0.0,1.0,0.540833,0.523983,0.7275,0.06345,31200
282,283.0,4.0,10.0,1.0,1.0,0.0,1.0,0.570833,0.542925,0.73375,0.0423042,31200
283,284.0,4.0,10.0,0.0,2.0,1.0,2.0,0.566667,0.546096,0.80875,0.143042,31623
284,285.0,4.0,10.0,0.0,3.0,1.0,3.0,0.543333,0.517717,0.90625,0.24815,31200
285,286.0,4.0,10.0,0.0,4.0,1.0,2.0,0.589167,0.551804,0.896667,0.141787,31200
286,287.0,4.0,10.0,0.0,5.0,1.0,2.0,0.550833,0.529675,0.71625,0.223883,31200
287,288.0,4.0,10.0,0.0,6.0,0.0,1.0,0.506667,0.498725,0.483333,0.258083,31200
288,289.0,4.0,10.0,0.0,0.0,0.0,1.0,0.511667,0.503154,0.486667,0.281717,31200
289,290.0,4.0,10.0,0.0,1.0,1.0,1.0,0.5341670000000001,0.510725,0.579583,0.175379,31200
290,291.0,4.0,10.0,0.0,2.0,1.0,2.0,0.5325,0.522721,0.701667,0.11008699999999999,31200
291,292.0,4.0,10.0,0.0,3.0,1.0,3.0,0.5417390000000001,0.513848,0.895217,0.243339,31200
292,293.0,4.0,10.0,0.0,4.0,1.0,1.0,0.475833,0.466525,0.63625,0.422275,31200
293,294.0,4.0,10.0,0.0,5.0,1.0,1.0,0.4275,0.42359600000000003,0.574167,0.221396,31623
294,295.0,4.0,10.0,0.0,6.0,0.0,1.0,0.4225,0.425492,0.629167,0.09266669999999999,31200
295,296.0,4.0,10.0,0.0,0.0,0.0,1.0,0.421667,0.422333,0.74125,0.0995125,31200
296,297.0,4.0,10.0,0.0,1.0,1.0,1.0,0.463333,0.457067,0.772083,0.11879200000000001,31200
297,298.0,4.0,10.0,0.0,2.0,1.0,1.0,0.471667,0.463375,0.622917,0.166658,31200
298,299.0,4.0,10.0,0.0,3.0,1.0,2.0,0.484167,0.472846,0.720417,0.148642,31200
299,300.0,4.0,10.0,0.0,4.0,1.0,2.0,0.47,0.457046,0.812917,0.19776300000000002,31200
300,301.0,4.0,10.0,0.0,5.0,1.0,2.0,0.330833,0.318812,0.585833,0.229479,31200
301,302.0,4.0,10.0,0.0,6.0,0.0,3.0,0.25416700000000003,0.227913,0.8825,0.351371,31201
302,303.0,4.0,10.0,0.0,0.0,0.0,1.0,0.31916700000000003,0.321329,0.62375,0.176617,31200
303,304.0,4.0,10.0,0.0,1.0,1.0,1.0,0.34,0.356063,0.703333,0.10635,31200
304,305.0,4.0,11.0,0.0,2.0,1.0,1.0,0.400833,0.397088,0.68375,0.135571,31200
305,306.0,4.0,11.0,0.0,3.0,1.0,1.0,0.3775,0.390133,0.71875,0.08209169999999999,31200
306,307.0,4.0,11.0,0.0,4.0,1.0,1.0,0.408333,0.405921,0.702083,0.136817,31200
307,308.0,4.0,11.0,0.0,5.0,1.0,2.0,0.403333,0.40339200000000003,0.6225,0.271779,31200
308,309.0,4.0,11.0,0.0,6.0,0.0,1.0,0.326667,0.323854,0.519167,0.18906199999999998,31200
309,310.0,4.0,11.0,0.0,0.0,0.0,1.0,0.348333,0.362358,0.734583,0.09205419999999999,31200
310,311.0,4.0,11.0,0.0,1.0,1.0,1.0,0.395,0.400871,0.75875,0.057225,31200
311,312.0,4.0,11.0,0.0,2.0,1.0,1.0,0.408333,0.412246,0.7216670000000001,0.0690375,31200
312,313.0,4.0,11.0,0.0,3.0,1.0,1.0,0.4,0.40907899999999997,0.758333,0.06219580000000001,31200
313,314.0,4.0,11.0,0.0,4.0,1.0,2.0,0.38,0.373721,0.813333,0.189067,31200
314,315.0,4.0,11.0,1.0,5.0,0.0,1.0,0.324167,0.306817,0.44625,0.314675,31200
315,316.0,4.0,11.0,0.0,6.0,0.0,1.0,0.356667,0.357942,0.552917,0.212062,31200
316,317.0,4.0,11.0,0.0,0.0,0.0,1.0,0.440833,0.43055,0.458333,0.281721,31200
317,318.0,4.0,11.0,0.0,1.0,1.0,1.0,0.53,0.524612,0.587083,0.306596,31200
318,319.0,4.0,11.0,0.0,2.0,1.0,2.0,0.53,0.507579,0.68875,0.199633,31200
319,320.0,4.0,11.0,0.0,3.0,1.0,3.0,0.456667,0.451988,0.93,0.136829,31104
320,321.0,4.0,11.0,0.0,4.0,1.0,2.0,0.341667,0.323221,0.575833,0.30536199999999997,31200
321,322.0,4.0,11.0,0.0,5.0,1.0,1.0,0.274167,0.272721,0.41,0.168533,31200
322,323.0,4.0,11.0,0.0,6.0,0.0,1.0,0.329167,0.32448299999999997,0.502083,0.224496,31200
323,324.0,4.0,11.0,0.0,0.0,0.0,2.0,0.463333,0.457058,0.6845829999999999,0.18595,31200
324,325.0,4.0,11.0,0.0,1.0,1.0,3.0,0.4475,0.445062,0.91,0.138054,31200
325,326.0,4.0,11.0,0.0,2.0,1.0,3.0,0.416667,0.421696,0.9625,0.11879200000000001,31200
326,327.0,4.0,11.0,0.0,3.0,1.0,2.0,0.440833,0.430537,0.757917,0.335825,31623
327,328.0,4.0,11.0,1.0,4.0,0.0,1.0,0.37333299999999997,0.372471,0.549167,0.167304,31200
328,329.0,4.0,11.0,0.0,5.0,1.0,1.0,0.375,0.380671,0.64375,0.0988958,31217
329,330.0,4.0,11.0,0.0,6.0,0.0,1.0,0.375833,0.385087,0.681667,0.0684208,31200
330,331.0,4.0,11.0,0.0,0.0,0.0,1.0,0.459167,0.4558,0.698333,0.208954,31200
331,332.0,4.0,11.0,0.0,1.0,1.0,1.0,0.503478,0.490122,0.743043,0.142122,31200
332,333.0,4.0,11.0,0.0,2.0,1.0,2.0,0.458333,0.451375,0.830833,0.258092,31623
333,334.0,4.0,11.0,0.0,3.0,1.0,1.0,0.325,0.311221,0.613333,0.271158,31200
334,335.0,4.0,12.0,0.0,4.0,1.0,1.0,0.3125,0.305554,0.524583,0.220158,31200
335,336.0,4.0,12.0,0.0,5.0,1.0,1.0,0.31416700000000003,0.331433,0.625833,0.100754,31200
336,337.0,4.0,12.0,0.0,6.0,0.0,1.0,0.299167,0.310604,0.612917,0.0957833,31200
337,338.0,4.0,12.0,0.0,0.0,0.0,1.0,0.330833,0.3491,0.775833,0.08395830000000001,31200
338,339.0,4.0,12.0,0.0,1.0,1.0,2.0,0.385833,0.393925,0.827083,0.06220830000000001,31200
339,340.0,4.0,12.0,0.0,2.0,1.0,3.0,0.4625,0.4564,0.949583,0.23258299999999998,31200
340,341.0,4.0,12.0,0.0,3.0,1.0,3.0,0.41,0.400246,0.970417,0.266175,31623
341,342.0,4.0,12.0,0.0,4.0,1.0,1.0,0.265833,0.256938,0.58,0.240058,31200
342,343.0,4.0,12.0,0.0,5.0,1.0,1.0,0.290833,0.317542,0.695833,0.08271669999999999,31200
343,344.0,4.0,12.0,0.0,6.0,0.0,1.0,0.275,0.266412,0.5075,0.233221,31200
344,345.0,4.0,12.0,0.0,0.0,0.0,1.0,0.220833,0.253154,0.49,0.0665417,31200
345,346.0,4.0,12.0,0.0,1.0,1.0,1.0,0.238333,0.270196,0.670833,0.06345,31623
346,347.0,4.0,12.0,0.0,2.0,1.0,1.0,0.2825,0.301138,0.59,0.14055,31200
347,348.0,4.0,12.0,0.0,3.0,1.0,2.0,0.3175,0.338362,0.66375,0.06095830000000001,31200
348,349.0,4.0,12.0,0.0,4.0,1.0,2.0,0.4225,0.41223699999999996,0.634167,0.268042,31200
349,350.0,4.0,12.0,0.0,5.0,1.0,2.0,0.375,0.359825,0.500417,0.260575,31200
350,351.0,4.0,12.0,0.0,6.0,0.0,2.0,0.258333,0.249371,0.560833,0.243167,31104
351,352.0,4.0,12.0,0.0,0.0,0.0,1.0,0.238333,0.245579,0.58625,0.16977899999999999,31200
352,353.0,4.0,12.0,0.0,1.0,1.0,1.0,0.276667,0.280933,0.6375,0.172896,31623
353,354.0,4.0,12.0,0.0,2.0,1.0,2.0,0.385833,0.396454,0.595417,0.06157080000000001,31623
354,355.0,1.0,12.0,0.0,3.0,1.0,2.0,0.428333,0.428017,0.858333,0.2214,31623
355,356.0,1.0,12.0,0.0,4.0,1.0,2.0,0.423333,0.426121,0.7575,0.047275,31623
356,357.0,1.0,12.0,0.0,5.0,1.0,1.0,0.37333299999999997,0.377513,0.68625,0.274246,31200
357,358.0,1.0,12.0,0.0,6.0,0.0,1.0,0.3025,0.299242,0.5425,0.190304,31201
358,359.0,1.0,12.0,0.0,0.0,0.0,1.0,0.274783,0.279961,0.681304,0.155091,31217
359,360.0,1.0,12.0,1.0,1.0,0.0,1.0,0.321739,0.315535,0.506957,0.239465,31201
360,361.0,1.0,12.0,0.0,2.0,1.0,2.0,0.325,0.327633,0.7625,0.18845,31214
361,362.0,1.0,12.0,0.0,3.0,1.0,1.0,0.29913,0.279974,0.503913,0.29396100000000003,31214
362,363.0,1.0,12.0,0.0,4.0,1.0,1.0,0.248333,0.263892,0.574167,0.11941199999999999,31200
363,364.0,1.0,12.0,0.0,5.0,1.0,1.0,0.311667,0.318812,0.636667,0.13433699999999998,31200
364,365.0,1.0,12.0,0.0,6.0,0.0,1.0,0.41,0.414121,0.615833,0.220154,31201
