dteday,hr,temp,hum,cnt
4/3/2011,6,0.28,0.65,33
4/3/2011,7,0.32,0.57,33
4/3/2011,8,0.34,0.57,62
4/3/2011,9,0.36,0.5,142
4/3/2011,10,0.4,0.43,215
4/3/2011,11,0.42,0.41,243
4/3/2011,12,0.44,0.38,313
4/3/2011,13,0.44,0.33,367
4/3/2011,14,0.46,0.31,349
4/3/2011,15,0.46,0.33,292
4/3/2011,16,0.46,0.31,303
4/3/2011,17,0.46,0.28,274
4/3/2011,18,0.46,0.31,172
4/3/2011,19,0.42,0.44,144
4/3/2011,20,0.42,0.41,79
4/3/2011,21,0.42,0.44,45
4/3/2011,22,0.4,0.43,36
4/3/2011,23,0.4,0.5,31
4/4/2011,0,0.4,0.5,6
4/4/2011,1,0.4,0.56,11
4/4/2011,2,0.38,0.66,2
4/4/2011,3,0.38,0.66,1
4/4/2011,4,0.38,0.71,2
4/4/2011,5,0.4,0.62,7
4/4/2011,6,0.42,0.58,46
4/4/2011,7,0.44,0.54,157
4/4/2011,8,0.46,0.55,339
4/4/2011,9,0.5,0.51,158
4/4/2011,10,0.54,0.45,90
4/4/2011,11,0.6,0.4,124
4/4/2011,12,0.64,0.36,157
4/4/2011,13,0.68,0.34,139
4/4/2011,14,0.74,0.27,123
4/4/2011,15,0.76,0.23,143
4/4/2011,16,0.76,0.22,189
4/4/2011,17,0.74,0.23,366
4/4/2011,18,0.72,0.23,386
4/4/2011,19,0.7,0.24,278
4/4/2011,20,0.7,0.24,173
4/4/2011,21,0.7,0.3,95
4/4/2011,22,0.68,0.36,75
4/4/2011,23,0.64,0.47,48
4/5/2011,0,0.62,0.5,22
4/5/2011,1,0.62,0.57,15
4/5/2011,2,0.54,0.73,5
4/5/2011,3,0.54,0.73,4
4/5/2011,4,0.5,0.88,2
4/5/2011,5,0.46,0.94,5
4/5/2011,6,0.48,0.88,38
4/5/2011,7,0.48,0.88,134
4/5/2011,8,0.38,0.87,157
4/5/2011,9,0.36,0.87,46
4/5/2011,10,0.34,0.81,28
4/5/2011,11,0.32,0.81,19
4/5/2011,12,0.34,0.71,38
4/5/2011,13,0.36,0.63,56
4/5/2011,14,0.36,0.57,76
4/5/2011,15,0.4,0.46,68
4/5/2011,16,0.38,0.46,130
4/5/2011,17,0.42,0.38,273
4/5/2011,18,0.38,0.4,267
4/5/2011,19,0.36,0.43,160
4/5/2011,20,0.34,0.46,91
4/5/2011,21,0.34,0.46,89
4/5/2011,22,0.32,0.49,46
4/5/2011,23,0.3,0.49,26
4/6/2011,0,0.3,0.49,15
4/6/2011,1,0.26,0.6,2
4/6/2011,2,0.24,0.7,5
4/6/2011,3,0.26,0.6,4
4/6/2011,4,0.24,0.65,1
4/6/2011,5,0.24,0.7,13
4/6/2011,6,0.24,0.7,56
4/6/2011,7,0.26,0.65,133
4/6/2011,8,0.32,0.61,325
4/6/2011,9,0.36,0.46,165
4/6/2011,10,0.4,0.37,69
4/6/2011,11,0.42,0.38,93
4/6/2011,12,0.44,0.41,134
4/6/2011,13,0.46,0.38,112
4/6/2011,14,0.5,0.34,115
4/6/2011,15,0.52,0.32,117
4/6/2011,16,0.54,0.28,169
4/6/2011,17,0.52,0.32,356
4/6/2011,18,0.52,0.29,325
4/6/2011,19,0.5,0.31,232
4/6/2011,20,0.46,0.51,141
4/6/2011,21,0.46,0.41,102
4/6/2011,22,0.46,0.41,84
4/6/2011,23,0.46,0.41,40
4/7/2011,0,0.46,0.41,20
4/7/2011,1,0.42,0.47,13
4/7/2011,2,0.42,0.54,7
4/7/2011,3,0.36,0.66,3
4/7/2011,4,0.34,0.76,1
4/7/2011,5,0.34,0.76,6
4/7/2011,6,0.32,0.81,64
4/7/2011,7,0.34,0.76,160
4/7/2011,8,0.36,0.76,314
4/7/2011,9,0.4,0.66,170
4/7/2011,10,0.42,0.67,95
4/7/2011,11,0.46,0.55,122
4/7/2011,12,0.46,0.55,153
4/7/2011,13,0.52,0.48,135
4/7/2011,14,0.56,0.43,157
4/7/2011,15,0.6,0.38,160
4/7/2011,16,0.6,0.35,213
4/7/2011,17,0.52,0.52,343
4/7/2011,18,0.48,0.55,333
4/7/2011,19,0.46,0.59,226
4/7/2011,20,0.44,0.62,203
4/7/2011,21,0.44,0.67,108
4/7/2011,22,0.4,0.76,81
4/7/2011,23,0.38,0.76,54
4/8/2011,0,0.36,0.76,25
4/8/2011,1,0.34,0.76,9
4/8/2011,2,0.34,0.76,13
4/8/2011,3,0.34,0.76,1
4/8/2011,4,0.34,0.86,1
4/8/2011,5,0.32,0.87,9
4/8/2011,6,0.34,0.87,35
4/8/2011,7,0.34,0.87,113
4/8/2011,8,0.34,0.87,221
4/8/2011,9,0.36,0.76,185
4/8/2011,10,0.36,0.71,73
4/8/2011,11,0.4,0.62,98
4/8/2011,12,0.38,0.66,80
4/8/2011,13,0.36,0.76,42
4/8/2011,14,0.34,0.87,15
4/8/2011,15,0.34,0.87,25
4/8/2011,16,0.32,0.93,60
4/8/2011,17,0.32,0.93,148
4/8/2011,18,0.32,0.93,62
4/8/2011,19,0.3,0.93,53
4/8/2011,20,0.3,0.93,63
4/8/2011,21,0.3,0.93,54
4/8/2011,22,0.3,0.93,51
4/8/2011,23,0.3,0.93,35
4/9/2011,0,0.3,0.87,31
4/9/2011,1,0.3,0.87,20
4/9/2011,2,0.32,0.87,17
4/9/2011,3,0.3,1,14
4/9/2011,4,0.3,1,3
4/9/2011,5,0.3,0.93,5
4/9/2011,6,0.3,0.93,13
4/9/2011,7,0.3,0.93,21
4/9/2011,8,0.32,0.93,54
4/9/2011,9,0.34,0.87,98
4/9/2011,10,0.34,0.87,133
4/9/2011,11,0.36,0.81,142
4/9/2011,12,0.36,0.81,202
4/9/2011,13,0.36,0.81,222
4/9/2011,14,0.36,0.81,212
4/9/2011,15,0.36,0.87,201
4/9/2011,16,0.38,0.82,191
4/9/2011,17,0.38,0.82,257
4/9/2011,18,0.38,0.82,177
4/9/2011,19,0.38,0.82,130
4/9/2011,20,0.38,0.87,93
4/9/2011,21,0.36,0.93,75
4/9/2011,22,0.36,0.93,87
4/9/2011,23,0.38,0.87,57
4/10/2011,0,0.38,0.87,53
4/10/2011,1,0.38,0.87,37
4/10/2011,2,0.38,0.87,36
4/10/2011,3,0.38,0.87,16
4/10/2011,4,0.36,0.93,5
4/10/2011,5,0.36,0.93,4
4/10/2011,6,0.36,0.93,4
4/10/2011,7,0.36,1,10
4/10/2011,8,0.38,0.94,55
4/10/2011,9,0.38,0.94,81
4/10/2011,10,0.4,0.87,150
4/10/2011,11,0.4,0.87,202
4/10/2011,12,0.42,0.88,230
4/10/2011,13,0.46,0.82,263
4/10/2011,14,0.5,0.72,281
4/10/2011,15,0.5,0.77,297
4/10/2011,16,0.52,0.72,288
4/10/2011,17,0.52,0.72,236
4/10/2011,18,0.5,0.77,240
4/10/2011,19,0.5,0.77,131
4/10/2011,20,0.46,0.82,92
4/10/2011,21,0.44,0.88,95
4/10/2011,22,0.44,0.94,57
4/10/2011,23,0.46,0.88,32
4/11/2011,0,0.48,0.88,23
4/11/2011,1,0.46,0.94,4
4/11/2011,2,0.46,0.94,9
4/11/2011,4,0.46,0.94,1
4/11/2011,5,0.46,0.94,13
4/11/2011,6,0.46,1,61
4/11/2011,7,0.5,0.88,176
4/11/2011,8,0.52,0.88,314
4/11/2011,9,0.56,0.83,165
4/11/2011,10,0.56,0.83,96
4/11/2011,11,0.6,0.73,104
4/11/2011,12,0.6,0.73,134
4/11/2011,13,0.64,0.69,139
4/11/2011,14,0.72,0.54,145
4/11/2011,15,0.74,0.48,141
4/11/2011,16,0.74,0.48,235
4/11/2011,17,0.74,0.48,452
4/11/2011,18,0.72,0.51,383
4/11/2011,19,0.72,0.51,284
4/11/2011,20,0.68,0.57,166
4/11/2011,21,0.66,0.61,158
4/11/2011,22,0.64,0.5,91
4/11/2011,23,0.58,0.6,54
4/12/2011,0,0.62,0.5,24
4/12/2011,1,0.62,0.5,13
4/12/2011,2,0.6,0.53,14
4/12/2011,3,0.58,0.56,1
4/12/2011,4,0.56,0.64,6
4/12/2011,5,0.54,0.68,16
4/12/2011,6,0.54,0.68,58
4/12/2011,7,0.54,0.68,189
4/12/2011,8,0.48,0.88,226
4/12/2011,9,0.46,0.94,54
4/12/2011,10,0.5,0.82,40
4/12/2011,11,0.52,0.77,49
4/12/2011,12,0.56,0.64,92
4/12/2011,13,0.54,0.68,106
4/12/2011,14,0.5,0.82,44
4/12/2011,15,0.48,0.77,78
4/12/2011,16,0.48,0.77,99
4/12/2011,17,0.44,0.77,291
4/12/2011,18,0.44,0.77,224
4/12/2011,19,0.42,0.82,130
4/12/2011,20,0.42,0.82,103
4/12/2011,21,0.42,0.82,84
4/12/2011,22,0.4,0.94,54
4/12/2011,23,0.4,0.94,39
4/13/2011,0,0.4,1,15
4/13/2011,1,0.4,1,1
4/13/2011,2,0.4,1,2
4/13/2011,3,0.4,0.94,2
4/13/2011,4,0.4,0.94,3
4/13/2011,5,0.38,0.94,5
4/13/2011,6,0.38,0.94,34
4/13/2011,7,0.36,1,70
4/13/2011,8,0.38,0.94,164
4/13/2011,9,0.38,0.94,65
4/13/2011,10,0.4,0.87,46
4/13/2011,11,0.42,0.82,61
4/13/2011,12,0.42,0.82,95
4/13/2011,13,0.44,0.77,61
4/13/2011,14,0.42,0.77,106
4/13/2011,15,0.44,0.72,81
4/13/2011,16,0.46,0.67,142
4/13/2011,17,0.46,0.67,309
4/13/2011,18,0.44,0.62,321
4/13/2011,19,0.44,0.62,175
4/13/2011,20,0.44,0.62,126
4/13/2011,21,0.42,0.67,117
4/13/2011,22,0.42,0.67,99
4/13/2011,23,0.4,0.71,62
4/14/2011,0,0.38,0.76,21
4/14/2011,1,0.38,0.76,10
4/14/2011,2,0.36,0.76,3
4/14/2011,3,0.34,0.81,2
4/14/2011,4,0.34,0.76,9
4/14/2011,5,0.34,0.76,14
4/14/2011,6,0.34,0.76,70
4/14/2011,7,0.38,0.66,193
4/14/2011,8,0.42,0.58,337
4/14/2011,9,0.46,0.51,170
4/14/2011,10,0.5,0.51,89
4/14/2011,11,0.52,0.45,115
4/14/2011,12,0.54,0.42,145
4/14/2011,13,0.56,0.37,159
4/14/2011,14,0.56,0.35,137
4/14/2011,15,0.6,0.31,142
4/14/2011,16,0.6,0.26,202
4/14/2011,17,0.6,0.28,388
4/14/2011,18,0.56,0.3,337
4/14/2011,19,0.54,0.32,259
4/14/2011,20,0.5,0.51,169
4/14/2011,21,0.46,0.63,145
4/14/2011,22,0.48,0.55,104
4/14/2011,23,0.46,0.59,47
4/15/2011,0,0.44,0.67,27
4/15/2011,1,0.44,0.62,15
4/15/2011,2,0.4,0.76,18
4/15/2011,3,0.4,0.76,3
4/15/2011,4,0.38,0.82,3
4/15/2011,5,0.36,0.81,13
4/15/2011,6,0.36,0.81,47
4/15/2011,7,0.4,0.71,149
4/15/2011,8,0.44,0.62,300
4/15/2011,9,0.5,0.55,178
4/15/2011,10,0.5,0.55,122
4/15/2011,11,0.52,0.55,136
4/15/2011,12,0.52,0.55,200
4/15/2011,13,0.54,0.52,180
4/15/2011,14,0.54,0.52,163
4/15/2011,15,0.54,0.52,162
4/15/2011,16,0.52,0.55,243
4/15/2011,17,0.5,0.63,331
4/15/2011,18,0.46,0.67,263
4/15/2011,19,0.42,0.77,209
4/15/2011,20,0.4,0.76,118
4/15/2011,21,0.4,0.76,102
4/15/2011,22,0.38,0.82,80
4/15/2011,23,0.36,0.81,64
4/16/2011,0,0.36,0.81,43
4/16/2011,1,0.36,0.87,33
4/16/2011,2,0.36,0.87,24
4/16/2011,3,0.36,0.87,14
4/16/2011,4,0.36,0.87,5
4/16/2011,5,0.38,0.87,4
4/16/2011,6,0.4,0.82,10
4/16/2011,7,0.4,0.82,21
4/16/2011,8,0.4,0.87,45
4/16/2011,9,0.4,1,29
4/16/2011,10,0.42,0.94,22
4/16/2011,11,0.42,0.94,31
4/16/2011,12,0.46,0.88,32
4/16/2011,13,0.46,0.94,58
4/16/2011,14,0.52,0.83,63
4/16/2011,15,0.52,0.83,78
4/16/2011,16,0.5,0.88,33
4/16/2011,17,0.5,0.88,15
4/16/2011,18,0.5,0.94,38
4/16/2011,19,0.52,0.94,71
4/16/2011,20,0.44,0.94,53
4/16/2011,21,0.44,0.94,14
4/16/2011,22,0.42,1,24
4/16/2011,23,0.44,0.77,35
4/17/2011,0,0.44,0.77,33
4/17/2011,1,0.42,0.67,31
4/17/2011,2,0.4,0.62,29
4/17/2011,3,0.4,0.66,25
4/17/2011,4,0.36,0.76,7
4/17/2011,5,0.36,0.71,3
4/17/2011,6,0.36,0.66,8
4/17/2011,7,0.36,0.5,16
4/17/2011,8,0.38,0.46,43
4/17/2011,9,0.4,0.43,102
4/17/2011,10,0.42,0.44,211
4/17/2011,11,0.46,0.41,304
4/17/2011,12,0.46,0.38,354
4/17/2011,13,0.5,0.34,343
4/17/2011,14,0.52,0.34,361
4/17/2011,15,0.54,0.32,388
4/17/2011,16,0.54,0.3,343
4/17/2011,17,0.56,0.3,306
4/17/2011,18,0.56,0.3,277
4/17/2011,19,0.56,0.3,210
4/17/2011,20,0.52,0.36,141
4/17/2011,21,0.5,0.42,83
4/17/2011,22,0.5,0.39,70
4/17/2011,23,0.44,0.67,56
4/18/2011,0,0.46,0.47,39
4/18/2011,1,0.46,0.47,19
4/18/2011,2,0.42,0.67,16
4/18/2011,3,0.42,0.62,7
4/18/2011,4,0.4,0.87,6
4/18/2011,5,0.4,0.76,16
4/18/2011,6,0.4,0.82,54
4/18/2011,7,0.46,0.63,168
4/18/2011,8,0.46,0.63,297
4/18/2011,9,0.5,0.55,169
4/18/2011,10,0.52,0.55,109
4/18/2011,11,0.54,0.52,123
4/18/2011,12,0.56,0.49,184
4/18/2011,13,0.56,0.49,169
4/18/2011,14,0.58,0.49,144
4/18/2011,15,0.6,0.43,176
4/18/2011,16,0.6,0.46,205
4/18/2011,17,0.58,0.49,428
4/18/2011,18,0.64,0.31,362
4/18/2011,19,0.56,0.46,286
4/18/2011,20,0.6,0.33,165
4/18/2011,21,0.56,0.37,151
4/18/2011,22,0.52,0.55,90
4/18/2011,23,0.5,0.59,46
4/19/2011,0,0.5,0.55,25
4/19/2011,1,0.46,0.63,7
4/19/2011,2,0.46,0.67,13
4/19/2011,3,0.48,0.63,3
4/19/2011,4,0.46,0.67,5
4/19/2011,5,0.46,0.72,18
4/19/2011,6,0.48,0.67,65
4/19/2011,7,0.52,0.55,188
4/19/2011,8,0.5,0.68,351
4/19/2011,9,0.52,0.63,162
4/19/2011,10,0.5,0.72,75
4/19/2011,11,0.54,0.68,72
4/19/2011,12,0.54,0.64,103
4/19/2011,13,0.54,0.68,129
4/19/2011,14,0.54,0.64,107
4/19/2011,15,0.54,0.65,127
4/19/2011,16,0.56,0.52,192
4/19/2011,17,0.56,0.6,411
4/19/2011,18,0.54,0.64,421
4/19/2011,19,0.5,0.72,276
4/19/2011,20,0.5,0.72,168
4/19/2011,21,0.5,0.72,122
4/19/2011,22,0.48,0.77,112
4/19/2011,23,0.46,0.88,52
4/20/2011,0,0.44,0.88,33
4/20/2011,1,0.42,0.94,7
4/20/2011,2,0.42,0.94,2
4/20/2011,3,0.42,0.94,2
4/20/2011,4,0.4,1,9
4/20/2011,5,0.4,0.94,15
4/20/2011,6,0.42,0.94,64
4/20/2011,7,0.44,0.94,237
4/20/2011,8,0.62,0.69,396
4/20/2011,9,0.66,0.61,197
4/20/2011,10,0.62,0.69,131
4/20/2011,11,0.62,0.69,118
4/20/2011,12,0.7,0.48,145
4/20/2011,13,0.7,0.48,177
4/20/2011,14,0.74,0.4,148
4/20/2011,15,0.76,0.35,145
4/20/2011,16,0.76,0.35,255
4/20/2011,17,0.74,0.37,432
4/20/2011,18,0.74,0.3,441
4/20/2011,19,0.7,0.32,383
4/20/2011,20,0.68,0.32,225
4/20/2011,21,0.66,0.36,172
4/20/2011,22,0.62,0.41,117
4/20/2011,23,0.6,0.4,93
4/21/2011,0,0.56,0.43,44
4/21/2011,1,0.52,0.45,26
4/21/2011,2,0.5,0.42,13
4/21/2011,3,0.46,0.51,7
4/21/2011,4,0.44,0.54,6
4/21/2011,5,0.42,0.54,14
4/21/2011,6,0.4,0.58,75
4/21/2011,7,0.42,0.47,198
4/21/2011,8,0.4,0.5,365
4/21/2011,9,0.42,0.47,196
4/21/2011,10,0.42,0.44,98
4/21/2011,11,0.44,0.41,133
4/21/2011,12,0.46,0.38,199
4/21/2011,13,0.48,0.33,177
4/21/2011,14,0.5,0.34,228
4/21/2011,15,0.52,0.29,235
4/21/2011,16,0.52,0.27,294
4/21/2011,17,0.5,0.29,481
4/21/2011,18,0.5,0.25,452
4/21/2011,19,0.46,0.28,324
4/21/2011,20,0.44,0.3,204
4/21/2011,21,0.42,0.47,184
4/21/2011,22,0.42,0.38,137
4/21/2011,23,0.4,0.43,99
4/22/2011,0,0.36,0.62,33
4/22/2011,1,0.36,0.53,24
4/22/2011,2,0.36,0.53,9
4/22/2011,3,0.36,0.53,2
4/22/2011,4,0.34,0.53,3
4/22/2011,5,0.34,0.53,16
4/22/2011,6,0.34,0.53,49
4/22/2011,7,0.34,0.53,180
4/22/2011,8,0.34,0.53,346
4/22/2011,9,0.34,0.61,195
4/22/2011,10,0.36,0.62,136
4/22/2011,11,0.34,0.66,106
4/22/2011,12,0.34,0.76,80
4/22/2011,13,0.34,0.87,40
4/22/2011,14,0.34,0.87,36
4/22/2011,15,0.34,0.87,75
4/22/2011,16,0.34,0.87,62
4/22/2011,17,0.32,0.93,69
4/22/2011,18,0.32,0.93,51
4/22/2011,19,0.32,0.93,55
4/22/2011,20,0.32,0.87,47
4/22/2011,21,0.3,0.93,28
4/22/2011,22,0.3,1,24
4/22/2011,23,0.32,0.93,17
4/23/2011,0,0.32,1,18
4/23/2011,1,0.32,1,16
4/23/2011,2,0.32,1,17
4/23/2011,3,0.32,1,4
4/23/2011,4,0.34,1,5
4/23/2011,5,0.34,1,7
4/23/2011,6,0.34,1,11
4/23/2011,7,0.34,1,19
4/23/2011,8,0.36,1,47
4/23/2011,9,0.38,0.94,68
4/23/2011,10,0.42,0.88,129
4/23/2011,11,0.46,0.88,232
4/23/2011,12,0.52,0.83,291
4/23/2011,13,0.52,0.83,312
4/23/2011,14,0.58,0.78,391
4/23/2011,15,0.6,0.73,397
4/23/2011,16,0.6,0.73,426
4/23/2011,17,0.6,0.73,383
4/23/2011,18,0.58,0.78,376
4/23/2011,19,0.56,0.83,283
4/23/2011,20,0.54,0.88,183
4/23/2011,21,0.56,0.83,135
4/23/2011,22,0.58,0.78,169
4/23/2011,23,0.54,0.88,117
4/24/2011,0,0.52,0.83,96
4/24/2011,1,0.5,0.88,54
4/24/2011,2,0.5,0.88,72
4/24/2011,3,0.5,0.94,24
4/24/2011,4,0.5,0.94,5
4/24/2011,5,0.5,0.94,12
4/24/2011,6,0.5,1,13
4/24/2011,7,0.5,1,27
4/24/2011,8,0.52,0.94,80
4/24/2011,9,0.56,0.88,177
4/24/2011,10,0.6,0.78,289
4/24/2011,11,0.66,0.65,317
4/24/2011,12,0.68,0.65,388
4/24/2011,13,0.7,0.58,441
4/24/2011,14,0.7,0.54,420
4/24/2011,15,0.66,0.61,369
4/24/2011,16,0.74,0.48,359
4/24/2011,17,0.66,0.65,331
4/24/2011,18,0.64,0.69,270
4/24/2011,19,0.6,0.83,194
4/24/2011,20,0.6,0.83,105
4/24/2011,21,0.54,0.94,61
4/24/2011,22,0.54,1,45
4/24/2011,23,0.54,1,42
4/25/2011,0,0.52,1,12
4/25/2011,1,0.54,1,10
4/25/2011,2,0.54,1,10
4/25/2011,3,0.5,1,10
4/25/2011,4,0.52,1,5
4/25/2011,5,0.46,1,17
4/25/2011,6,0.5,1,66
4/25/2011,7,0.52,1,196
4/25/2011,8,0.56,0.88,353
4/25/2011,9,0.6,0.83,174
4/25/2011,10,0.64,0.73,125
4/25/2011,11,0.64,0.73,147
4/25/2011,12,0.66,0.74,188
4/25/2011,13,0.7,0.65,203
4/25/2011,14,0.72,0.54,146
4/25/2011,15,0.74,0.51,175
4/25/2011,16,0.7,0.54,239
4/25/2011,17,0.7,0.54,521
4/25/2011,18,0.68,0.57,499
4/25/2011,19,0.66,0.57,382
4/25/2011,20,0.66,0.61,237
4/25/2011,21,0.62,0.69,190
4/25/2011,22,0.6,0.73,106
4/25/2011,23,0.58,0.78,62
4/26/2011,0,0.62,0.69,27
4/26/2011,1,0.62,0.73,21
4/26/2011,2,0.56,0.83,26
4/26/2011,3,0.54,0.88,21
4/26/2011,4,0.56,0.83,6
4/26/2011,5,0.54,0.88,16
4/26/2011,6,0.56,0.88,80
4/26/2011,7,0.58,0.83,270
4/26/2011,8,0.58,0.83,449
4/26/2011,9,0.64,0.73,199
4/26/2011,10,0.66,0.69,120
4/26/2011,11,0.68,0.65,172
4/26/2011,12,0.7,0.61,186
4/26/2011,13,0.74,0.51,176
4/26/2011,14,0.72,0.58,155
4/26/2011,15,0.7,0.61,153
4/26/2011,16,0.7,0.58,291
4/26/2011,17,0.68,0.61,521
4/26/2011,18,0.68,0.65,528
4/26/2011,19,0.64,0.73,328
4/26/2011,20,0.64,0.73,234
4/26/2011,21,0.62,0.78,195
4/26/2011,22,0.6,0.83,148
4/26/2011,23,0.6,0.83,78
4/27/2011,0,0.6,0.83,27
4/27/2011,1,0.6,0.83,17
4/27/2011,2,0.58,0.88,5
4/27/2011,3,0.58,0.88,7
4/27/2011,4,0.56,0.94,6
4/27/2011,5,0.56,0.94,17
4/27/2011,6,0.56,0.94,84
4/27/2011,7,0.58,0.88,246
4/27/2011,8,0.58,0.88,444
4/27/2011,9,0.6,0.88,181
4/27/2011,10,0.62,0.83,92
4/27/2011,11,0.64,0.78,156
4/27/2011,12,0.66,0.78,173
4/27/2011,13,0.64,0.78,150
4/27/2011,14,0.68,0.74,148
4/27/2011,15,0.7,0.65,138
4/27/2011,16,0.7,0.7,218
4/27/2011,17,0.66,0.83,521
4/27/2011,18,0.66,0.83,412
4/27/2011,19,0.62,0.78,260
4/27/2011,20,0.64,0.83,218
4/27/2011,21,0.62,0.88,145
4/27/2011,22,0.62,0.88,129
4/27/2011,23,0.62,0.88,78
4/28/2011,0,0.64,0.78,54
4/28/2011,1,0.62,0.83,20
4/28/2011,2,0.62,0.83,21
4/28/2011,3,0.64,0.78,3
4/28/2011,4,0.62,0.83,9
4/28/2011,5,0.62,0.83,13
4/28/2011,6,0.64,0.78,86
4/28/2011,7,0.64,0.78,215
4/28/2011,8,0.66,0.78,398
4/28/2011,9,0.62,0.88,183
4/28/2011,10,0.62,0.88,54
4/28/2011,11,0.62,0.83,84
4/28/2011,12,0.62,0.78,107
4/28/2011,13,0.62,0.83,121
4/28/2011,14,0.62,0.83,142
4/28/2011,15,0.66,0.69,163
4/28/2011,16,0.62,0.78,270
4/28/2011,17,0.64,0.47,455
4/28/2011,18,0.64,0.47,530
4/28/2011,19,0.62,0.43,404
4/28/2011,20,0.58,0.43,269
4/28/2011,21,0.56,0.46,194
4/28/2011,22,0.54,0.45,153
4/28/2011,23,0.54,0.39,110
4/29/2011,0,0.52,0.39,48
4/29/2011,1,0.5,0.45,31
4/29/2011,2,0.46,0.63,10
4/29/2011,3,0.46,0.59,5
4/29/2011,4,0.46,0.51,6
4/29/2011,5,0.46,0.47,25
4/29/2011,6,0.5,0.45,71
4/29/2011,7,0.52,0.42,240
4/29/2011,8,0.54,0.39,421
4/29/2011,9,0.54,0.39,230
4/29/2011,10,0.56,0.4,156
4/29/2011,11,0.6,0.38,157
4/29/2011,12,0.56,0.37,223
4/29/2011,13,0.56,0.37,308
4/29/2011,14,0.6,0.35,248
4/29/2011,15,0.56,0.4,252
4/29/2011,16,0.54,0.42,299
4/29/2011,17,0.52,0.45,508
4/29/2011,18,0.52,0.48,439
4/29/2011,19,0.46,0.55,270
4/29/2011,20,0.48,0.48,194
4/29/2011,21,0.46,0.51,195
4/29/2011,22,0.42,0.58,146
4/29/2011,23,0.44,0.54,113
4/30/2011,0,0.44,0.54,106
4/30/2011,1,0.44,0.54,74
4/30/2011,2,0.44,0.54,65
4/30/2011,3,0.42,0.54,17
4/30/2011,4,0.42,0.54,7
4/30/2011,5,0.42,0.54,7
4/30/2011,6,0.4,0.58,21
4/30/2011,7,0.4,0.54,48
4/30/2011,8,0.4,0.54,91
4/30/2011,9,0.44,0.51,156
4/30/2011,10,0.48,0.44,279
4/30/2011,11,0.5,0.42,321
4/30/2011,12,0.52,0.42,416
4/30/2011,13,0.54,0.39,455
4/30/2011,14,0.54,0.39,452
4/30/2011,15,0.56,0.37,499
4/30/2011,16,0.58,0.37,464
4/30/2011,17,0.56,0.43,407
4/30/2011,18,0.54,0.43,371
4/30/2011,19,0.54,0.43,387
4/30/2011,20,0.44,0.62,224
4/30/2011,21,0.44,0.62,177
4/30/2011,22,0.44,0.67,143
4/30/2011,23,0.44,0.67,125
5/1/2011,0,0.42,0.67,96
5/1/2011,1,0.42,0.69,59
5/1/2011,2,0.42,0.77,50
5/1/2011,3,0.4,0.82,23
5/1/2011,4,0.4,0.76,17
5/1/2011,5,0.4,0.82,10
5/1/2011,6,0.4,0.82,13
5/1/2011,7,0.42,0.77,33
5/1/2011,8,0.44,0.77,59
5/1/2011,9,0.46,0.72,141
5/1/2011,10,0.48,0.63,264
5/1/2011,11,0.46,0.82,250
5/1/2011,12,0.48,0.77,281
5/1/2011,13,0.5,0.63,332
5/1/2011,14,0.5,0.68,238
5/1/2011,15,0.5,0.72,266
5/1/2011,16,0.5,0.72,214
5/1/2011,17,0.48,0.82,196
5/1/2011,18,0.46,0.82,159
5/1/2011,19,0.46,0.84,178
5/1/2011,20,0.46,0.82,121
5/1/2011,21,0.46,0.82,105
5/1/2011,22,0.46,0.82,100
5/1/2011,23,0.46,0.77,146
5/2/2011,0,0.46,0.72,177
5/2/2011,1,0.46,0.72,114
5/2/2011,2,0.44,0.77,35
5/2/2011,3,0.44,0.77,16
5/2/2011,4,0.44,0.77,17
5/2/2011,5,0.44,0.77,20
5/2/2011,6,0.44,0.88,62
5/2/2011,7,0.46,0.82,209
5/2/2011,8,0.48,0.77,371
5/2/2011,9,0.5,0.77,172
5/2/2011,10,0.54,0.77,108
5/2/2011,11,0.58,0.73,130
5/2/2011,12,0.62,0.69,187
5/2/2011,13,0.62,0.69,170
5/2/2011,14,0.64,0.69,181
5/2/2011,15,0.66,0.61,155
5/2/2011,16,0.66,0.61,269
5/2/2011,17,0.66,0.65,537
5/2/2011,18,0.64,0.65,518
5/2/2011,19,0.62,0.69,314
5/2/2011,20,0.62,0.69,218
5/2/2011,21,0.6,0.73,232
5/2/2011,22,0.6,0.73,125
5/2/2011,23,0.56,0.83,64
5/3/2011,0,0.56,0.83,16
5/3/2011,1,0.56,0.78,14
5/3/2011,2,0.56,0.78,5
5/3/2011,3,0.54,0.83,2
5/3/2011,4,0.52,0.88,4
5/3/2011,5,0.52,0.88,14
5/3/2011,6,0.52,0.94,109
5/3/2011,7,0.54,0.88,265
5/3/2011,8,0.56,0.83,459
5/3/2011,9,0.6,0.78,186
5/3/2011,10,0.64,0.69,127
5/3/2011,11,0.66,0.65,140
5/3/2011,12,0.68,0.61,217
5/3/2011,13,0.7,0.58,194
5/3/2011,14,0.7,0.58,158
5/3/2011,15,0.7,0.58,154
5/3/2011,16,0.72,0.54,271
5/3/2011,17,0.7,0.54,517
5/3/2011,18,0.7,0.48,544
5/3/2011,19,0.68,0.57,365
5/3/2011,20,0.66,0.61,290
5/3/2011,21,0.64,0.61,225
5/3/2011,22,0.58,0.6,113
5/3/2011,23,0.56,0.68,62
5/4/2011,0,0.52,0.77,27
5/4/2011,1,0.5,0.82,7
