instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
2317,20110411,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,2011041110
2318,20110411,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,2011041111
2319,20110411,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,2011041112
2320,20110411,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,2011041113
2321,20110411,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,2011041114
2322,20110411,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,2011041115
2323,20110411,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,2011041116
2324,20110411,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,2011041117
2325,20110411,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,2011041118
2326,20110411,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,2011041119
2327,20110411,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,2011041120
2328,20110411,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,2011041121
2329,20110411,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,2011041122
2330,20110411,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0,16,38,54,2011041123
2331,20110412,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,11,13,24,201104120
2332,20110412,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,6,7,13,201104121
2333,20110412,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,201104122
2334,20110412,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1,201104123
2335,20110412,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,4,2,6,201104124
2336,20110412,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16,201104125
2337,20110412,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,3,55,58,201104126
2338,20110412,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,12,177,189,201104127
2339,20110412,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226,201104128
2340,20110412,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,4,50,54,201104129
2341,20110412,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,6,34,40,2011041210
2342,20110412,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38,49,2011041211
2343,20110412,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,2011041212
2344,20110412,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,22,84,106,2011041213
2345,20110412,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44,2011041214
2346,20110412,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,24,54,78,2011041215
2347,20110412,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,19,80,99,2011041216
2348,20110412,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,29,262,291,2011041217
2349,20110412,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,2011041218
2350,20110412,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,2011041219
2351,20110412,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,2011041220
2352,20110412,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,2011041221
2353,20110412,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,2011041222
2354,20110412,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,2011041223
2355,20110413,2,0,4,0,0,3,1,2,0.4,0.4091,1,0.2985,3,12,15,201104130
2356,20110413,2,0,4,1,0,3,1,2,0.4,0.4091,1,0.2985,0,1,1,201104131
2357,20110413,2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,0,2,2,201104132
2358,20110413,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,201104133
2359,20110413,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,201104134
2360,20110413,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,201104135
2361,20110413,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,201104136
2362,20110413,2,0,4,7,0,3,1,3,0.36,0.3485,1,0.2239,3,67,70,201104137
2363,20110413,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,201104138
2364,20110413,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,201104139
2365,20110413,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,2011041310
2366,20110413,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,2011041311
2367,20110413,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,2011041312
2368,20110413,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,2011041313
2369,20110413,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,2011041314
2370,20110413,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,2011041315
2371,20110413,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,2011041316
2372,20110413,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,2011041317
2373,20110413,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,2011041318
2374,20110413,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,2011041319
2375,20110413,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,2011041320
2376,20110413,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,2011041321
2377,20110413,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,2011041322
2378,20110413,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,2011041323
2379,20110414,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,201104140
2380,20110414,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,201104141
2381,20110414,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,201104142
2382,20110414,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,201104143
2383,20110414,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0,1,8,9,201104144
2384,20110414,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,201104145
2385,20110414,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,201104146
2386,20110414,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0,11,182,193,201104147
2387,20110414,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,201104148
2388,20110414,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,201104149
2389,20110414,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,2011041410
2390,20110414,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,2011041411
2391,20110414,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,2011041412
2392,20110414,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,2011041413
2393,20110414,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,2011041414
2394,20110414,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,2011041415
2395,20110414,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202,2011041416
2396,20110414,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0,50,338,388,2011041417
2397,20110414,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0,47,290,337,2011041418
2398,20110414,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0,37,222,259,2011041419
2399,20110414,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169,2011041420
2400,20110414,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145,2011041421
2401,20110414,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104,2011041422
2402,20110414,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47,2011041423
2403,20110415,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,6,21,27,201104150
2404,20110415,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0,6,9,15,201104151
2405,20110415,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0,8,10,18,201104152
2406,20110415,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0,0,3,3,201104153
2407,20110415,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,201104154
2408,20110415,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13,201104155
2409,20110415,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47,201104156
2410,20110415,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,201104157
2411,20110415,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300,201104158
2412,20110415,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178,201104159
2413,20110415,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122,2011041510
2414,20110415,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136,2011041511
2415,20110415,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200,2011041512
2416,20110415,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180,2011041513
2417,20110415,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163,2011041514
2418,20110415,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162,2011041515
2419,20110415,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,2011041516
2420,20110415,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,2011041517
2421,20110415,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263,2011041518
2422,20110415,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209,2011041519
2423,20110415,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,2011041520
2424,20110415,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102,2011041521
2425,20110415,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80,2011041522
2426,20110415,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64,2011041523
2427,20110416,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43,201104160
2428,20110416,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33,201104161
2429,20110416,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24,201104162
2430,20110416,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14,201104163
2431,20110416,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5,201104164
2432,20110416,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4,201104165
2433,20110416,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10,201104166
2434,20110416,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21,201104167
2435,20110416,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45,201104168
2436,20110416,2,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,2,27,29,201104169
2437,20110416,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22,2011041610
2438,20110416,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31,2011041611
2439,20110416,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32,2011041612
2440,20110416,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58,2011041613
2441,20110416,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49,63,2011041614
2442,20110416,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,2011041615
2443,20110416,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,2011041616
2444,20110416,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15,2011041617
2445,20110416,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38,2011041618
2446,20110416,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,2011041619
2447,20110416,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53,2011041620
2448,20110416,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0,1,13,14,2011041621
2449,20110416,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,2,22,24,2011041622
2450,20110416,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35,2011041623
2451,20110417,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,201104170
2452,20110417,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,201104171
2453,20110417,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,201104172
2454,20110417,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,201104173
2455,20110417,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,201104174
2456,20110417,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,201104175
2457,20110417,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,201104176
2458,20110417,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,201104177
2459,20110417,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,201104178
2460,20110417,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,201104179
2461,20110417,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,2011041710
2462,20110417,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304,2011041711
2463,20110417,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354,2011041712
2464,20110417,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343,2011041713
2465,20110417,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,170,191,361,2011041714
2466,20110417,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388,2011041715
2467,20110417,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343,2011041716
2468,20110417,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306,2011041717
2469,20110417,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,2011041718
2470,20110417,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,2011041719
2471,20110417,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,2011041720
2472,20110417,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,2011041721
2473,20110417,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,2011041722
2474,20110417,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,2011041723
2475,20110418,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,201104180
2476,20110418,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19,201104181
2477,20110418,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16,201104182
2478,20110418,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7,201104183
2479,20110418,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6,201104184
2480,20110418,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16,201104185
2481,20110418,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,3,51,54,201104186
2482,20110418,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,12,156,168,201104187
2483,20110418,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297,201104188
2484,20110418,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169,201104189
2485,20110418,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109,2011041810
2486,20110418,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,36,87,123,2011041811
2487,20110418,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,60,124,184,2011041812
2488,20110418,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,41,128,169,2011041813
2489,20110418,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,49,95,144,2011041814
2490,20110418,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,64,112,176,2011041815
2491,20110418,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,40,165,205,2011041816
2492,20110418,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,66,362,428,2011041817
2493,20110418,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,41,321,362,2011041818
2494,20110418,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286,2011041819
2495,20110418,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165,2011041820
2496,20110418,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151,2011041821
2497,20110418,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90,2011041822
2498,20110418,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,11,35,46,2011041823
2499,20110419,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25,201104190
2500,20110419,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7,201104191
2501,20110419,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13,201104192
2502,20110419,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3,201104193
2503,20110419,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5,201104194
2504,20110419,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18,201104195
2505,20110419,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,2,63,65,201104196
2506,20110419,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,22,166,188,201104197
2507,20110419,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351,201104198
2508,20110419,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162,201104199
2509,20110419,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75,2011041910
2510,20110419,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72,2011041911
2511,20110419,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103,2011041912
2512,20110419,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129,2011041913
2513,20110419,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107,2011041914
2514,20110419,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127,2011041915
2515,20110419,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192,2011041916
2516,20110419,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411,2011041917
2517,20110419,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421,2011041918
2518,20110419,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276,2011041919
2519,20110419,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168,2011041920
2520,20110419,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122,2011041921
2521,20110419,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112,2011041922
2522,20110419,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52,2011041923
2523,20110420,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33,201104200
2524,20110420,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,2,5,7,201104201
2525,20110420,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,0,2,2,201104202
2526,20110420,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,0,2,2,201104203
2527,20110420,2,0,4,4,0,3,1,1,0.4,0.4091,1,0.1045,5,4,9,201104204
2528,20110420,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15,201104205
2529,20110420,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,2,62,64,201104206
2530,20110420,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,26,211,237,201104207
2531,20110420,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396,201104208
2532,20110420,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197,201104209
2533,20110420,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,45,86,131,2011042010
2534,20110420,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,31,87,118,2011042011
2535,20110420,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145,2011042012
2536,20110420,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177,2011042013
2537,20110420,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148,2011042014
2538,20110420,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145,2011042015
2539,20110420,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255,2011042016
2540,20110420,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,34,398,432,2011042017
2541,20110420,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441,2011042018
2542,20110420,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383,2011042019
2543,20110420,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225,2011042020
2544,20110420,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,38,134,172,2011042021
2545,20110420,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117,2011042022
2546,20110420,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93,2011042023
2547,20110421,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44,201104210
2548,20110421,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26,201104211
2549,20110421,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13,201104212
2550,20110421,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7,201104213
2551,20110421,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6,201104214
2552,20110421,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14,201104215
2553,20110421,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75,201104216
2554,20110421,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198,201104217
2555,20110421,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365,201104218
2556,20110421,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196,201104219
2557,20110421,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98,2011042110
2558,20110421,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133,2011042111
2559,20110421,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199,2011042112
2560,20110421,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177,2011042113
2561,20110421,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228,2011042114
2562,20110421,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235,2011042115
2563,20110421,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294,2011042116
2564,20110421,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481,2011042117
2565,20110421,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452,2011042118
2566,20110421,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324,2011042119
2567,20110421,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204,2011042120
2568,20110421,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184,2011042121
2569,20110421,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137,2011042122
2570,20110421,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99,2011042123
2571,20110422,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33,201104220
2572,20110422,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24,201104221
2573,20110422,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9,201104222
2574,20110422,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2,201104223
2575,20110422,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3,201104224
2576,20110422,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,0,16,16,201104225
2577,20110422,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49,201104226
2578,20110422,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180,201104227
2579,20110422,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,15,331,346,201104228
2580,20110422,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195,201104229
2581,20110422,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,32,104,136,2011042210
2582,20110422,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106,2011042211
2583,20110422,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80,2011042212
2584,20110422,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40,2011042213
2585,20110422,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,3,33,36,2011042214
2586,20110422,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,13,62,75,2011042215
2587,20110422,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,4,58,62,2011042216
2588,20110422,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,6,63,69,2011042217
